day,strike,rows,valid_iv,mean_S,mean_price,mean_bid,mean_ask,mean_half_spread,mean_iv,mean_surface_iv,mean_residual,std_residual,mean_z,under_z2_pct,over_z2_pct,under_z2_valid_pct,over_z2_valid_pct,mean_vega,mean_surface_edge_ticks,mean_long_ev_ticks,mean_short_ev_ticks,median_best_ev_ticks,positive_long_ev_pct,positive_short_ev_pct,best_mean_ev_ticks,suggested_direction,persistent_signal,public_trade_count,public_trade_qty
1,5200,10000,10000,5248.3919,95.12845,93.6895,96.5674,1.43895,0.21993032995164358,0.21298816096652204,0.006942168985121564,0.0022528503292206866,0.42661789599574484,0.0,0.0,0.0,0.0,295.68568624137936,-2.0562925807761516,-3.495242580776152,0.6173425807761515,0.5368008271068274,0.0,0.7837,0.6173425807761515,SHORT,none,7,22
1,5300,10000,10000,5248.3919,46.9092,45.8548,47.9636,1.0544,0.22272098301864543,0.21265689653167402,0.010064086486971427,0.0038300691344193946,0.6184694454129273,0.0,0.0,0.0,0.0,297.5921448133148,-2.9702593092974166,-4.024659309297417,1.9158593092974165,2.0896430247762603,0.0,0.9451,1.9158593092974165,SHORT,none,39,130
1,5400,10000,10000,5248.3919,15.6542,14.961,16.3474,0.6932,0.20645185236817876,0.21748374029265619,-0.011031887924477428,0.0019528731563180962,-0.6779438566373377,0.0,0.0,0.0,0.0,204.1726148313496,2.22632087755453,1.5331208775545302,-2.91952087755453,1.5298986547103666,1.0,0.0,1.5331208775545302,LONG,none,81,286
1,5500,10000,10000,5248.3919,6.57085,5.9945,7.1472,0.57635,0.22453469584969235,0.2271857163408693,-0.0026510204911769446,0.0032594144089421293,-0.1629134621487048,0.0,0.0,0.0,0.0,118.6085960266464,0.27762055813794306,-0.29872944186205697,-0.8539705581379431,-0.2216118846183164,0.2294,0.0107,-0.29872944186205697,AVOID,none,92,321
1,6000,10000,10000,5248.3919,0.5,0.0,1.0,0.5,0.3538169635373242,0.3401435300732834,0.013673433464040796,0.009135518767682966,0.8402750535126517,0.0,0.0,0.0,0.0,12.76290128323381,-0.17152308059169283,-0.6715230805916929,-0.3284769194083072,-0.33089986675964106,0.0,0.0,-0.3284769194083072,AVOID,none,98,345
1,6500,10000,10000,5248.3919,0.5,0.0,1.0,0.5,0.5356820992739042,0.5417070879504549,-0.006024988676550664,0.014574777872779995,-0.3702543107344458,0.0,0.0,0.0,0.0,9.15211171311489,0.05819198125942072,-0.44180801874057923,-0.5581919812594207,-0.38236669320301747,0.0,0.0,-0.44180801874057923,AVOID,none,98,345
2,4000,10000,1006,5255.39215,1255.39735,1244.9471,1265.8476,10.45025,0.820291375534846,0.8456982367832012,-0.02555145404909246,0.07908890769855763,-1.2577136309764751,0.055,0.0198,0.5467196819085487,0.19681908548707752,11.82764717669261,-0.2381760557892473,-10.41511442557056,-9.938762313992065,-10.087189024612222,0.0,0.0035,-9.938762313992065,AVOID,none,128,256
2,4500,10000,2774,5255.39215,755.40185,747.4214,763.3823,7.98045,0.46538367245428297,0.41949052895149114,0.04694748854390513,0.03587288292368099,2.310885954604944,0.0,0.1242,0.0,0.44772891131939435,12.538014908380196,-0.793554214151555,-8.690453997857395,-7.103345569554285,-7.6159518657063945,0.0,0.0083,-7.103345569554285,AVOID,none,0,0
2,5000,10000,9977,5255.39215,258.5447,255.4847,261.6047,3.06,0.2227996047756969,0.23714128812164173,-0.014333214896771128,0.009303091803848891,-0.7055207001820081,0.0151,0.0,0.015134810063145234,0.0,69.06280954782699,0.901757037941846,-2.161237850301113,-3.9647519261848045,-2.130472814069358,0.0074,0.0002,-2.161237850301113,AVOID,none,0,0
2,5100,10000,10000,5255.39215,167.32545,165.1701,169.4808,2.15535,0.21655939526392962,0.2238379490539657,-0.007278553790036101,0.004034436821622308,-0.35827066036772315,0.0,0.0,0.0,0.0,162.44232642840828,1.1872219219755633,-0.9681280780244368,-3.3425719219755634,-0.9258570784585172,0.0752,0.0,-0.9681280780244368,AVOID,none,0,0
2,5200,10000,10000,5255.39215,94.04695,92.6167,95.4772,1.43025,0.22216665907922248,0.21723624954078313,0.004930409538439319,0.0022425117110295443,0.2426884697394281,0.0,0.0,0.0,0.0,261.22663419088,-1.2815033670633202,-2.71175336706332,-0.1487466329366798,-0.14244581660632682,0.0008,0.3957,-0.1487466329366798,AVOID,none,8,26
2,5300,10000,10000,5255.39215,44.4781,43.4526,45.5036,1.0255,0.22658584574187413,0.21695929345870085,0.009626552283173264,0.0021197009959958582,0.4738456763592581,0.0,0.0,0.0,0.0,270.14371490739666,-2.5992629596155385,-3.6247629596155386,1.5737629596155385,1.536082200555354,0.0,0.9999,1.5737629596155385,SHORT,none,45,162
2,5400,10000,10000,5255.39215,13.7343,13.0702,14.3984,0.6641,0.21060542823759892,0.22265582452520316,-0.012050396287604239,0.0031908338981001968,-0.5931540193551714,0.0,0.0,0.0,0.0,179.50282536567664,2.1590408529266965,1.4949408529266963,-2.8231408529266964,1.4439636870650037,0.9848,0.0,1.4949408529266963,LONG,none,80,283
2,5500,10000,10000,5255.39215,5.29425,4.7363,5.8522,0.55795,0.23011281227306254,0.23399809855658213,-0.0038852862835196027,0.00401274139177619,-0.19124459647736158,0.0,0.0,0.0,0.0,97.74714445576915,0.35078530693808047,-0.20716469306191954,-0.9087353069380805,-0.1861682285249383,0.3059,0.0103,-0.20716469306191954,AVOID,none,94,335
2,6000,10000,10000,5255.39215,0.5,0.0,1.0,0.5,0.38792220435320657,0.3653435459282582,0.022578658424948356,0.012510734672483386,1.1113843625360336,0.0,0.056,0.0,0.056,11.630934515356062,-0.2574133136564193,-0.7574133136564193,-0.24258668634358074,-0.23862099343801021,0.0,0.0,-0.24258668634358074,AVOID,none,95,337
2,6500,10000,10000,5255.39215,0.5,0.0,1.0,0.5,0.5892226084494754,0.5992965008771163,-0.010073892427640875,0.01878591226917378,-0.49586500239443865,0.0014,0.0,0.0014,0.0,8.31785098526692,0.08858282531347507,-0.41141717468652494,-0.588582825313475,-0.33979275516309704,0.0,0.0,-0.41141717468652494,AVOID,none,95,337
