day,time_bin,product,volume
0,230000,VEV_5400,11
0,230000,VEV_5500,11
0,230000,VEV_6000,11
0,230000,VEV_6500,11
0,240000,HYDROGEL_PACK,18
0,240000,VELVETFRUIT_EXTRACT,11
0,240000,VEV_4000,12
0,250000,HYDROGEL_PACK,5
0,250000,VELVETFRUIT_EXTRACT,22
0,250000,VEV_4000,2
0,250000,VEV_5500,8
0,250000,VEV_6000,8
0,250000,VEV_6500,8
0,260000,HYDROGEL_PACK,16
0,260000,VELVETFRUIT_EXTRACT,41
0,260000,VEV_4000,5
0,260000,VEV_5300,2
0,260000,VEV_5400,2
0,260000,VEV_5500,2
0,260000,VEV_6000,2
0,260000,VEV_6500,2
0,270000,HYDROGEL_PACK,13
0,270000,VELVETFRUIT_EXTRACT,17
0,270000,VEV_4000,8
0,270000,VEV_5400,3
0,270000,VEV_5500,3
0,270000,VEV_6000,3
0,270000,VEV_6500,3
0,280000,HYDROGEL_PACK,21
0,280000,VELVETFRUIT_EXTRACT,36
0,280000,VEV_4000,6
0,290000,HYDROGEL_PACK,17
0,290000,VELVETFRUIT_EXTRACT,36
0,290000,VEV_4000,3
0,290000,VEV_5400,3
0,290000,VEV_5500,8
0,290000,VEV_6000,8
0,290000,VEV_6500,8
0,300000,HYDROGEL_PACK,2
0,300000,VELVETFRUIT_EXTRACT,12
0,300000,VEV_4000,1
0,310000,HYDROGEL_PACK,18
0,310000,VELVETFRUIT_EXTRACT,3
0,310000,VEV_4000,2
0,310000,VEV_5400,7
0,310000,VEV_5500,7
0,310000,VEV_6000,7
0,310000,VEV_6500,7
0,320000,HYDROGEL_PACK,8
0,320000,VELVETFRUIT_EXTRACT,45
0,320000,VEV_4000,12
0,330000,HYDROGEL_PACK,29
0,330000,VELVETFRUIT_EXTRACT,11
0,330000,VEV_5300,4
0,330000,VEV_5500,4
0,330000,VEV_6000,4
0,330000,VEV_6500,4
0,340000,HYDROGEL_PACK,10
0,340000,VELVETFRUIT_EXTRACT,19
0,340000,VEV_4000,3
0,350000,HYDROGEL_PACK,6
0,350000,VELVETFRUIT_EXTRACT,33
0,350000,VEV_4000,2
0,360000,HYDROGEL_PACK,15
0,360000,VELVETFRUIT_EXTRACT,15
0,360000,VEV_4000,2
0,360000,VEV_6000,4
0,360000,VEV_6500,4
0,370000,HYDROGEL_PACK,8
0,370000,VELVETFRUIT_EXTRACT,23
0,370000,VEV_4000,4
0,380000,HYDROGEL_PACK,18
0,380000,VELVETFRUIT_EXTRACT,25
0,380000,VEV_4000,1
0,390000,HYDROGEL_PACK,6
0,390000,VELVETFRUIT_EXTRACT,40
0,390000,VEV_4000,2
0,400000,HYDROGEL_PACK,9
0,400000,VELVETFRUIT_EXTRACT,30
0,400000,VEV_4000,1
0,400000,VEV_5400,3
0,400000,VEV_5500,3
0,400000,VEV_6000,3
0,400000,VEV_6500,3
0,410000,HYDROGEL_PACK,18
0,410000,VELVETFRUIT_EXTRACT,19
0,410000,VEV_4000,3
0,420000,HYDROGEL_PACK,14
0,420000,VELVETFRUIT_EXTRACT,27
0,420000,VEV_5400,3
0,420000,VEV_5500,3
0,420000,VEV_6000,3
0,420000,VEV_6500,3
0,430000,HYDROGEL_PACK,9
0,430000,VELVETFRUIT_EXTRACT,37
0,430000,VEV_4000,1
0,440000,HYDROGEL_PACK,17
0,440000,VELVETFRUIT_EXTRACT,18
0,440000,VEV_4000,9
0,440000,VEV_5300,5
0,440000,VEV_5400,10
0,440000,VEV_5500,10
0,440000,VEV_6000,10
0,440000,VEV_6500,10
0,450000,HYDROGEL_PACK,5
0,450000,VELVETFRUIT_EXTRACT,64
0,450000,VEV_4000,11
0,450000,VEV_5300,3
0,450000,VEV_5400,3
0,450000,VEV_5500,3
0,450000,VEV_6000,3
0,450000,VEV_6500,3
0,460000,HYDROGEL_PACK,20
0,460000,VELVETFRUIT_EXTRACT,14
0,470000,HYDROGEL_PACK,20
0,470000,VELVETFRUIT_EXTRACT,51
0,470000,VEV_5400,2
0,470000,VEV_5500,2
0,470000,VEV_6000,2
0,470000,VEV_6500,2
0,480000,HYDROGEL_PACK,19
0,480000,VELVETFRUIT_EXTRACT,15
0,480000,VEV_5400,4
0,480000,VEV_5500,4
0,480000,VEV_6000,4
0,480000,VEV_6500,4
0,490000,HYDROGEL_PACK,22
0,490000,VELVETFRUIT_EXTRACT,35
0,490000,VEV_4000,3
0,490000,VEV_5300,2
0,490000,VEV_5400,2
0,490000,VEV_5500,2
0,490000,VEV_6000,2
0,490000,VEV_6500,2
0,500000,HYDROGEL_PACK,14
0,500000,VELVETFRUIT_EXTRACT,18
0,500000,VEV_4000,13
0,500000,VEV_5300,4
0,500000,VEV_5400,4
0,500000,VEV_5500,4
0,500000,VEV_6000,4
0,500000,VEV_6500,4
0,510000,HYDROGEL_PACK,22
0,510000,VELVETFRUIT_EXTRACT,47
0,510000,VEV_4000,4
0,520000,HYDROGEL_PACK,19
0,520000,VELVETFRUIT_EXTRACT,36
0,520000,VEV_4000,10
0,530000,VELVETFRUIT_EXTRACT,35
0,530000,VEV_4000,4
0,530000,VEV_5300,5
0,530000,VEV_5500,5
0,530000,VEV_6000,5
0,530000,VEV_6500,5
0,540000,HYDROGEL_PACK,7
0,540000,VELVETFRUIT_EXTRACT,45
0,540000,VEV_4000,5
0,550000,HYDROGEL_PACK,18
0,550000,VELVETFRUIT_EXTRACT,45
0,550000,VEV_5400,4
0,550000,VEV_5500,4
0,550000,VEV_6000,4
0,550000,VEV_6500,4
0,560000,HYDROGEL_PACK,15
0,560000,VELVETFRUIT_EXTRACT,25
0,560000,VEV_4000,3
0,560000,VEV_5400,3
0,560000,VEV_5500,3
0,560000,VEV_6000,3
0,560000,VEV_6500,3
0,570000,HYDROGEL_PACK,6
0,570000,VELVETFRUIT_EXTRACT,28
0,570000,VEV_4000,4
0,570000,VEV_5300,5
0,570000,VEV_5500,5
0,570000,VEV_6000,5
0,570000,VEV_6500,5
0,580000,HYDROGEL_PACK,8
0,580000,VELVETFRUIT_EXTRACT,27
0,580000,VEV_4000,2
0,580000,VEV_5400,4
0,580000,VEV_5500,4
0,580000,VEV_6000,4
0,580000,VEV_6500,4
0,590000,HYDROGEL_PACK,29
0,590000,VELVETFRUIT_EXTRACT,16
0,590000,VEV_4000,5
0,590000,VEV_5300,2
0,590000,VEV_5400,2
0,590000,VEV_5500,4
0,590000,VEV_6000,4
0,590000,VEV_6500,4
0,600000,HYDROGEL_PACK,6
0,600000,VELVETFRUIT_EXTRACT,23
0,600000,VEV_4000,3
0,600000,VEV_5300,2
0,600000,VEV_5500,2
0,600000,VEV_6000,2
0,600000,VEV_6500,2
0,610000,HYDROGEL_PACK,8
0,610000,VELVETFRUIT_EXTRACT,6
0,610000,VEV_4000,1
0,610000,VEV_5400,5
0,610000,VEV_5500,5
0,610000,VEV_6000,5
0,610000,VEV_6500,5
0,620000,HYDROGEL_PACK,23
0,620000,VELVETFRUIT_EXTRACT,32
0,620000,VEV_4000,4
0,620000,VEV_5300,2
0,620000,VEV_5400,2
0,620000,VEV_5500,2
0,620000,VEV_6000,2
0,620000,VEV_6500,2
0,630000,HYDROGEL_PACK,21
0,630000,VELVETFRUIT_EXTRACT,17
0,630000,VEV_5300,4
0,630000,VEV_5400,4
0,630000,VEV_5500,4
0,630000,VEV_6000,4
0,630000,VEV_6500,4
0,640000,HYDROGEL_PACK,29
0,640000,VELVETFRUIT_EXTRACT,54
0,640000,VEV_4000,4
0,640000,VEV_5300,5
0,640000,VEV_5500,5
0,640000,VEV_6000,5
0,640000,VEV_6500,5
0,650000,HYDROGEL_PACK,9
0,650000,VELVETFRUIT_EXTRACT,9
0,650000,VEV_4000,3
0,650000,VEV_5200,5
0,650000,VEV_5300,3
0,650000,VEV_5500,8
0,650000,VEV_6000,8
0,650000,VEV_6500,8
0,660000,HYDROGEL_PACK,20
0,660000,VELVETFRUIT_EXTRACT,18
0,660000,VEV_4000,8
0,670000,HYDROGEL_PACK,11
0,670000,VELVETFRUIT_EXTRACT,25
0,680000,HYDROGEL_PACK,19
0,680000,VELVETFRUIT_EXTRACT,42
0,680000,VEV_4000,7
0,690000,HYDROGEL_PACK,18
0,690000,VELVETFRUIT_EXTRACT,38
0,690000,VEV_4000,2
0,690000,VEV_5400,4
0,690000,VEV_5500,4
0,690000,VEV_6000,4
0,690000,VEV_6500,4
0,700000,HYDROGEL_PACK,4
0,700000,VELVETFRUIT_EXTRACT,9
0,710000,HYDROGEL_PACK,9
0,710000,VELVETFRUIT_EXTRACT,33
0,710000,VEV_4000,3
0,710000,VEV_5300,2
0,710000,VEV_5400,5
0,710000,VEV_5500,5
0,710000,VEV_6000,5
0,710000,VEV_6500,5
0,720000,HYDROGEL_PACK,14
0,720000,VELVETFRUIT_EXTRACT,10
0,720000,VEV_5400,3
0,720000,VEV_5500,6
0,720000,VEV_6000,6
0,720000,VEV_6500,6
0,730000,HYDROGEL_PACK,12
0,730000,VELVETFRUIT_EXTRACT,18
0,730000,VEV_4000,5
0,730000,VEV_5400,2
0,730000,VEV_5500,4
0,730000,VEV_6000,4
0,730000,VEV_6500,4
0,740000,HYDROGEL_PACK,11
0,740000,VELVETFRUIT_EXTRACT,33
0,740000,VEV_4000,1
0,750000,HYDROGEL_PACK,9
0,750000,VELVETFRUIT_EXTRACT,29
0,750000,VEV_6000,5
0,750000,VEV_6500,5
0,760000,HYDROGEL_PACK,30
0,760000,VELVETFRUIT_EXTRACT,11
0,760000,VEV_4000,10
0,760000,VEV_5400,5
0,760000,VEV_5500,5
0,760000,VEV_6000,5
0,760000,VEV_6500,5
0,770000,HYDROGEL_PACK,24
0,770000,VELVETFRUIT_EXTRACT,28
0,770000,VEV_5400,4
0,770000,VEV_5500,4
0,770000,VEV_6000,4
0,770000,VEV_6500,4
0,780000,HYDROGEL_PACK,10
0,780000,VELVETFRUIT_EXTRACT,22
0,780000,VEV_4000,5
0,790000,HYDROGEL_PACK,18
0,790000,VELVETFRUIT_EXTRACT,40
0,790000,VEV_5400,3
0,790000,VEV_5500,3
0,790000,VEV_6000,3
0,790000,VEV_6500,3
0,800000,HYDROGEL_PACK,29
0,800000,VELVETFRUIT_EXTRACT,17
0,800000,VEV_4000,3
0,810000,HYDROGEL_PACK,5
0,810000,VELVETFRUIT_EXTRACT,40
0,810000,VEV_4000,2
0,810000,VEV_5300,5
0,810000,VEV_5400,5
0,810000,VEV_6000,5
0,810000,VEV_6500,5
0,820000,HYDROGEL_PACK,11
0,820000,VELVETFRUIT_EXTRACT,53
0,820000,VEV_4000,2
0,830000,HYDROGEL_PACK,7
0,830000,VELVETFRUIT_EXTRACT,52
0,830000,VEV_4000,5
0,830000,VEV_5300,5
0,830000,VEV_5400,5
0,830000,VEV_5500,5
0,830000,VEV_6000,5
0,830000,VEV_6500,5
0,840000,HYDROGEL_PACK,9
0,840000,VELVETFRUIT_EXTRACT,31
0,840000,VEV_4000,6
0,840000,VEV_5300,5
0,840000,VEV_5400,5
0,840000,VEV_5500,10
0,840000,VEV_6000,10
0,840000,VEV_6500,10
0,850000,HYDROGEL_PACK,18
0,850000,VELVETFRUIT_EXTRACT,14
0,850000,VEV_4000,2
0,850000,VEV_5300,4
0,850000,VEV_5400,4
0,850000,VEV_5500,4
0,850000,VEV_6000,4
0,850000,VEV_6500,4
0,860000,HYDROGEL_PACK,23
0,860000,VELVETFRUIT_EXTRACT,23
0,860000,VEV_4000,7
0,860000,VEV_5400,2
0,860000,VEV_5500,2
0,860000,VEV_6000,2
0,860000,VEV_6500,2
0,870000,HYDROGEL_PACK,13
0,870000,VELVETFRUIT_EXTRACT,24
0,870000,VEV_4000,4
0,870000,VEV_5500,4
0,870000,VEV_6000,4
0,870000,VEV_6500,4
0,880000,HYDROGEL_PACK,18
0,880000,VELVETFRUIT_EXTRACT,34
0,880000,VEV_4000,3
0,880000,VEV_5400,5
0,880000,VEV_5500,5
0,880000,VEV_6000,5
0,880000,VEV_6500,5
0,890000,HYDROGEL_PACK,5
0,890000,VELVETFRUIT_EXTRACT,27
0,890000,VEV_4000,10
0,890000,VEV_6000,3
0,890000,VEV_6500,3
0,900000,HYDROGEL_PACK,4
0,900000,VELVETFRUIT_EXTRACT,17
0,910000,HYDROGEL_PACK,15
0,910000,VELVETFRUIT_EXTRACT,46
0,910000,VEV_4000,3
0,910000,VEV_5300,4
0,910000,VEV_5400,4
0,910000,VEV_5500,4
0,910000,VEV_6000,8
0,910000,VEV_6500,8
0,920000,HYDROGEL_PACK,35
0,920000,VELVETFRUIT_EXTRACT,40
0,920000,VEV_4000,6
0,930000,HYDROGEL_PACK,8
0,930000,VELVETFRUIT_EXTRACT,53
0,930000,VEV_4000,7
0,940000,HYDROGEL_PACK,16
0,940000,VELVETFRUIT_EXTRACT,14
0,940000,VEV_4000,7
0,940000,VEV_5200,5
0,940000,VEV_5300,4
0,940000,VEV_5400,10
0,940000,VEV_5500,12
0,940000,VEV_6000,14
0,940000,VEV_6500,14
0,950000,HYDROGEL_PACK,15
0,950000,VELVETFRUIT_EXTRACT,30
0,950000,VEV_4000,1
0,950000,VEV_5300,4
0,950000,VEV_5400,4
0,950000,VEV_6000,4
0,950000,VEV_6500,4
0,960000,VELVETFRUIT_EXTRACT,38
0,970000,HYDROGEL_PACK,20
0,970000,VELVETFRUIT_EXTRACT,22
0,980000,HYDROGEL_PACK,2
0,980000,VELVETFRUIT_EXTRACT,37
0,980000,VEV_4000,5
0,990000,HYDROGEL_PACK,14
0,990000,VELVETFRUIT_EXTRACT,13
0,990000,VEV_4000,8
0,990000,VEV_5300,3
0,990000,VEV_5400,3
0,990000,VEV_5500,3
0,990000,VEV_6000,3
0,990000,VEV_6500,3
1,0,HYDROGEL_PACK,9
1,0,VELVETFRUIT_EXTRACT,11
1,0,VEV_4000,2
1,0,VEV_5400,6
1,0,VEV_5500,6
1,0,VEV_6000,6
1,0,VEV_6500,6
1,10000,HYDROGEL_PACK,4
1,10000,VELVETFRUIT_EXTRACT,37
1,10000,VEV_4000,4
1,10000,VEV_5300,6
1,10000,VEV_5400,6
1,10000,VEV_5500,10
1,10000,VEV_6000,10
1,10000,VEV_6500,10
1,20000,HYDROGEL_PACK,6
1,20000,VELVETFRUIT_EXTRACT,9
1,20000,VEV_4000,3
1,30000,HYDROGEL_PACK,20
1,30000,VELVETFRUIT_EXTRACT,49
1,30000,VEV_4000,3
1,30000,VEV_5500,5
1,30000,VEV_6000,5
1,30000,VEV_6500,5
1,40000,HYDROGEL_PACK,21
1,40000,VELVETFRUIT_EXTRACT,25
1,40000,VEV_5300,4
1,40000,VEV_5400,9
1,40000,VEV_5500,9
1,40000,VEV_6000,9
1,40000,VEV_6500,9
1,50000,HYDROGEL_PACK,13
1,50000,VELVETFRUIT_EXTRACT,8
1,50000,VEV_4000,13
1,50000,VEV_5400,8
1,50000,VEV_5500,10
1,50000,VEV_6000,10
1,50000,VEV_6500,10
1,60000,HYDROGEL_PACK,21
1,60000,VELVETFRUIT_EXTRACT,37
1,60000,VEV_4000,6
1,70000,HYDROGEL_PACK,19
1,70000,VELVETFRUIT_EXTRACT,39
1,70000,VEV_4000,4
1,70000,VEV_5300,3
1,70000,VEV_5400,3
1,70000,VEV_5500,3
1,70000,VEV_6000,3
1,70000,VEV_6500,3
1,80000,HYDROGEL_PACK,14
1,80000,VELVETFRUIT_EXTRACT,27
1,80000,VEV_4000,4
1,80000,VEV_5300,6
1,80000,VEV_5400,11
1,80000,VEV_5500,7
1,80000,VEV_6000,11
1,80000,VEV_6500,11
1,90000,HYDROGEL_PACK,17
1,90000,VELVETFRUIT_EXTRACT,27
1,100000,HYDROGEL_PACK,25
1,100000,VELVETFRUIT_EXTRACT,25
1,100000,VEV_4000,2
1,110000,HYDROGEL_PACK,10
1,110000,VELVETFRUIT_EXTRACT,10
1,120000,HYDROGEL_PACK,16
1,120000,VELVETFRUIT_EXTRACT,10
1,120000,VEV_4000,3
1,120000,VEV_5400,4
1,120000,VEV_5500,7
1,120000,VEV_6000,7
1,120000,VEV_6500,7
1,130000,HYDROGEL_PACK,20
1,130000,VELVETFRUIT_EXTRACT,58
1,130000,VEV_4000,12
1,130000,VEV_5300,3
1,130000,VEV_5400,3
1,130000,VEV_5500,3
1,130000,VEV_6000,3
1,130000,VEV_6500,3
1,140000,HYDROGEL_PACK,14
1,140000,VELVETFRUIT_EXTRACT,35
1,140000,VEV_4000,1
1,140000,VEV_5400,2
1,140000,VEV_5500,2
1,140000,VEV_6000,2
1,140000,VEV_6500,2
1,150000,HYDROGEL_PACK,28
1,150000,VELVETFRUIT_EXTRACT,14
1,150000,VEV_4000,4
1,150000,VEV_5300,2
1,150000,VEV_5400,6
1,150000,VEV_5500,6
1,150000,VEV_6000,6
1,150000,VEV_6500,6
1,160000,HYDROGEL_PACK,14
1,160000,VELVETFRUIT_EXTRACT,28
1,160000,VEV_4000,5
1,170000,HYDROGEL_PACK,20
1,170000,VELVETFRUIT_EXTRACT,11
1,170000,VEV_4000,4
1,170000,VEV_5300,8
1,170000,VEV_5400,10
1,170000,VEV_5500,13
1,170000,VEV_6000,13
1,170000,VEV_6500,13
1,180000,HYDROGEL_PACK,16
1,180000,VELVETFRUIT_EXTRACT,22
1,180000,VEV_4000,3
1,190000,HYDROGEL_PACK,12
1,190000,VELVETFRUIT_EXTRACT,52
1,190000,VEV_4000,3
1,190000,VEV_5300,6
1,190000,VEV_5400,6
1,190000,VEV_5500,6
1,190000,VEV_6000,6
1,190000,VEV_6500,6
1,200000,HYDROGEL_PACK,11
1,200000,VELVETFRUIT_EXTRACT,13
1,200000,VEV_4000,4
1,200000,VEV_5400,3
1,200000,VEV_6000,3
1,200000,VEV_6500,3
1,210000,HYDROGEL_PACK,23
1,210000,VELVETFRUIT_EXTRACT,29
1,210000,VEV_4000,2
1,220000,HYDROGEL_PACK,10
1,220000,VELVETFRUIT_EXTRACT,12
1,220000,VEV_4000,8
1,230000,HYDROGEL_PACK,22
1,230000,VELVETFRUIT_EXTRACT,17
1,230000,VEV_5400,3
1,230000,VEV_5500,3
1,230000,VEV_6000,3
1,230000,VEV_6500,3
1,240000,HYDROGEL_PACK,10
1,240000,VELVETFRUIT_EXTRACT,19
1,250000,HYDROGEL_PACK,17
1,250000,VELVETFRUIT_EXTRACT,43
1,250000,VEV_4000,5
1,250000,VEV_5300,2
1,250000,VEV_5400,2
1,250000,VEV_5500,2
1,250000,VEV_6000,2
1,250000,VEV_6500,2
1,260000,HYDROGEL_PACK,17
1,260000,VELVETFRUIT_EXTRACT,50
1,260000,VEV_4000,6
1,270000,HYDROGEL_PACK,4
1,270000,VELVETFRUIT_EXTRACT,35
1,270000,VEV_4000,1
1,280000,HYDROGEL_PACK,12
1,280000,VELVETFRUIT_EXTRACT,51
1,280000,VEV_4000,4
1,290000,HYDROGEL_PACK,17
1,290000,VELVETFRUIT_EXTRACT,27
1,290000,VEV_4000,1
1,300000,HYDROGEL_PACK,25
1,300000,VELVETFRUIT_EXTRACT,18
1,300000,VEV_4000,1
1,300000,VEV_5400,3
1,300000,VEV_5500,3
1,300000,VEV_6000,3
1,300000,VEV_6500,3
1,310000,HYDROGEL_PACK,13
1,310000,VELVETFRUIT_EXTRACT,27
1,310000,VEV_5400,5
1,310000,VEV_5500,5
1,310000,VEV_6000,5
1,310000,VEV_6500,5
1,320000,HYDROGEL_PACK,22
1,320000,VELVETFRUIT_EXTRACT,18
1,320000,VEV_4000,8
1,320000,VEV_5200,4
1,320000,VEV_5400,2
1,320000,VEV_5500,6
1,320000,VEV_6000,6
1,320000,VEV_6500,6
1,330000,HYDROGEL_PACK,15
1,330000,VELVETFRUIT_EXTRACT,7
1,330000,VEV_4000,2
1,340000,HYDROGEL_PACK,26
1,340000,VELVETFRUIT_EXTRACT,39
1,340000,VEV_4000,2
1,350000,HYDROGEL_PACK,15
1,350000,VELVETFRUIT_EXTRACT,6
1,350000,VEV_4000,8
1,350000,VEV_5400,4
1,350000,VEV_5500,4
1,350000,VEV_6000,4
1,350000,VEV_6500,4
1,360000,HYDROGEL_PACK,20
1,360000,VELVETFRUIT_EXTRACT,20
1,360000,VEV_4000,2
1,370000,HYDROGEL_PACK,12
1,370000,VELVETFRUIT_EXTRACT,10
1,370000,VEV_4000,5
1,370000,VEV_5300,7
1,370000,VEV_5400,5
1,370000,VEV_5500,7
1,370000,VEV_6000,7
1,370000,VEV_6500,7
1,380000,HYDROGEL_PACK,25
1,380000,VELVETFRUIT_EXTRACT,34
1,380000,VEV_4000,6
1,390000,HYDROGEL_PACK,13
1,390000,VELVETFRUIT_EXTRACT,54
1,390000,VEV_4000,4
1,390000,VEV_5400,5
1,390000,VEV_5500,5
1,390000,VEV_6000,5
1,390000,VEV_6500,5
1,400000,HYDROGEL_PACK,12
1,400000,VELVETFRUIT_EXTRACT,39
1,410000,HYDROGEL_PACK,17
1,410000,VELVETFRUIT_EXTRACT,29
1,410000,VEV_4000,1
1,410000,VEV_5400,3
1,410000,VEV_5500,3
1,410000,VEV_6000,3
1,410000,VEV_6500,3
1,420000,HYDROGEL_PACK,5
1,420000,VELVETFRUIT_EXTRACT,23
1,420000,VEV_4000,1
1,420000,VEV_5400,2
1,420000,VEV_5500,2
1,420000,VEV_6000,2
1,420000,VEV_6500,2
1,430000,HYDROGEL_PACK,5
1,430000,VELVETFRUIT_EXTRACT,30
1,430000,VEV_4000,1
1,430000,VEV_4500,1
1,430000,VEV_5000,1
1,430000,VEV_5100,1
1,430000,VEV_5200,1
1,430000,VEV_5300,1
1,430000,VEV_5400,4
1,430000,VEV_5500,4
1,430000,VEV_6000,4
1,430000,VEV_6500,4
1,440000,HYDROGEL_PACK,6
1,440000,VELVETFRUIT_EXTRACT,14
1,440000,VEV_4000,6
1,450000,HYDROGEL_PACK,9
1,450000,VELVETFRUIT_EXTRACT,32
1,450000,VEV_4000,3
1,450000,VEV_5400,4
1,450000,VEV_5500,4
1,450000,VEV_6000,4
1,450000,VEV_6500,4
1,460000,HYDROGEL_PACK,2
1,460000,VELVETFRUIT_EXTRACT,38
1,460000,VEV_4000,1
1,460000,VEV_5300,3
1,460000,VEV_5400,3
1,460000,VEV_5500,3
1,460000,VEV_6000,3
1,460000,VEV_6500,3
1,470000,HYDROGEL_PACK,13
1,470000,VELVETFRUIT_EXTRACT,23
1,470000,VEV_4000,1
1,470000,VEV_5400,2
1,470000,VEV_5500,2
1,470000,VEV_6000,2
1,470000,VEV_6500,2
1,480000,HYDROGEL_PACK,7
1,480000,VELVETFRUIT_EXTRACT,38
1,480000,VEV_4000,10
1,480000,VEV_5300,4
1,480000,VEV_5400,4
1,480000,VEV_5500,4
1,480000,VEV_6000,4
1,480000,VEV_6500,4
1,490000,HYDROGEL_PACK,15
1,490000,VELVETFRUIT_EXTRACT,30
1,490000,VEV_4000,7
1,500000,HYDROGEL_PACK,34
1,500000,VELVETFRUIT_EXTRACT,21
1,500000,VEV_4000,6
1,500000,VEV_5500,2
1,500000,VEV_6000,2
1,500000,VEV_6500,2
1,510000,HYDROGEL_PACK,19
1,510000,VELVETFRUIT_EXTRACT,18
1,510000,VEV_4000,4
1,510000,VEV_5300,4
1,510000,VEV_5400,4
1,510000,VEV_5500,4
1,510000,VEV_6000,4
1,510000,VEV_6500,4
1,520000,HYDROGEL_PACK,12
