day,timestamp,global_ts,VE_real,VEV_4000_plus_K,VEV_4500_plus_K,VEV_5000_plus_K,OLS_all_calls
0,13100,13100,5239.5,5239.5,5239.5,5248.0,5240.214448577608
0,13200,13200,5239.5,5239.5,5240.0,5248.0,5240.135117911069
0,13300,13300,5237.5,5237.5,5237.5,5246.0,5237.943127300039
0,13400,13400,5240.5,5240.5,5241.0,5249.0,5241.289520155617
0,13500,13500,5241.0,5242.5,5243.0,5251.0,5243.48281024125
0,13600,13600,5241.0,5241.0,5241.0,5249.0,5241.252332793902
0,13700,13700,5242.0,5240.5,5241.0,5249.0,5241.289520155617
0,13800,13800,5240.5,5240.5,5241.0,5249.0,5241.19411751656
0,13900,13900,5240.0,5240.0,5240.0,5248.0,5240.19333318841
0,14000,14000,5240.5,5240.5,5240.0,5248.0,5240.251548465752
0,14100,14100,5241.0,5241.0,5241.0,5249.0,5241.252332793902
0,14200,14200,5241.5,5241.5,5241.0,5249.0,5241.34852346253
0,14300,14300,5241.0,5241.0,5241.0,5249.0,5241.252332793902
0,14400,14400,5241.5,5241.5,5241.0,5249.0,5241.34852346253
0,14500,14500,5242.5,5242.5,5242.0,5250.0,5242.367467267371
0,14600,14600,5243.0,5243.0,5243.0,5251.0,5243.321685514174
0,14700,14700,5242.5,5242.5,5243.0,5251.0,5243.358872875889
0,14800,14800,5242.5,5242.5,5242.0,5250.0,5242.367467267371
0,14900,14900,5241.5,5241.5,5241.0,5249.0,5241.310548071243
0,15000,15000,5241.5,5241.5,5241.0,5249.0,5241.34852346253
0,15100,15100,5242.5,5247.5,5246.5,5252.0,5245.469032210219
0,15200,15200,5243.5,5238.0,5239.5,5249.5,5240.842935508954
0,15300,15300,5243.5,5243.5,5243.0,5251.0,5243.379900791515
0,15400,15400,5243.5,5242.5,5242.5,5250.0,5242.461570431825
0,15500,15500,5243.5,5243.5,5244.0,5251.0,5243.472704481364
0,15600,15600,5243.5,5243.5,5243.0,5251.0,5243.379900791515
0,15700,15700,5243.5,5243.5,5244.0,5251.0,5243.472704481364
0,15800,15800,5243.5,5243.5,5244.0,5251.0,5243.472704481364
0,15900,15900,5242.5,5242.5,5243.0,5251.0,5243.358872875889
0,16000,16000,5242.5,5242.5,5242.0,5250.0,5242.367467267371
0,16100,16100,5241.5,5241.5,5242.0,5249.0,5241.536729791436
0,16200,16200,5241.0,5241.0,5241.0,5249.0,5241.252332793902
0,16300,16300,5242.5,5241.5,5242.0,5250.0,5242.463866436408
0,16400,16400,5242.5,5242.5,5243.0,5251.0,5243.358872875889
0,16500,16500,5242.0,5242.0,5242.0,5250.0,5242.386623274043
0,16600,16600,5242.5,5242.5,5242.0,5250.0,5242.367467267371
0,16700,16700,5241.5,5241.5,5242.0,5250.0,5242.385835244473
0,16800,16800,5240.5,5240.5,5240.0,5248.0,5240.251548465752
0,16900,16900,5241.0,5241.0,5241.0,5249.0,5241.252332793902
0,17000,17000,5238.0,5239.5,5240.0,5248.0,5240.135117911069
0,17100,17100,5240.5,5240.5,5240.0,5248.0,5240.251548465752
0,17200,17200,5241.0,5241.5,5241.0,5249.0,5241.310548071243
0,17300,17300,5241.5,5241.5,5242.0,5250.0,5242.385835244473
0,17400,17400,5240.5,5240.5,5241.0,5249.0,5241.289520155617
0,17500,17500,5240.5,5240.5,5240.0,5248.0,5240.251548465752
0,17600,17600,5239.5,5239.5,5240.0,5248.0,5240.135117911069
0,17700,17700,5240.5,5240.5,5241.0,5249.0,5241.280504478095
0,17800,17800,5240.0,5240.0,5240.0,5248.0,5240.19333318841
0,17900,17900,5239.5,5239.5,5239.5,5248.0,5240.098441994387
0,18000,18000,5238.5,5238.5,5238.0,5246.0,5238.058258380119
0,18100,18100,5238.0,5238.0,5238.0,5246.0,5238.000043102777
0,18200,18200,5238.5,5238.5,5238.0,5246.5,5238.4264240635475
0,18300,18300,5237.5,5237.5,5237.5,5246.0,5237.943127300039
0,18400,18400,5237.5,5237.5,5237.5,5246.0,5237.943127300039
0,18500,18500,5238.0,5237.0,5237.0,5245.0,5236.981099297935
0,18600,18600,5237.0,5237.0,5237.0,5245.0,5236.923672050163
0,18700,18700,5237.5,5236.5,5236.0,5245.0,5236.792104939457
0,18800,18800,5237.5,5237.5,5237.5,5246.0,5237.943127300039
0,18900,18900,5236.5,5236.5,5237.0,5245.0,5236.922884020593
0,19000,19000,5236.5,5236.5,5236.5,5245.0,5236.886208103911
0,19100,19100,5238.5,5238.5,5239.0,5247.0,5239.07819871494
0,19200,19200,5239.0,5239.0,5239.0,5247.0,5239.145429669804
0,19300,19300,5238.5,5238.5,5238.0,5246.0,5237.9628557410615
0,19400,19400,5238.5,5243.5,5242.0,5247.5,5240.640127227313
0,19500,19500,5238.5,5238.5,5238.0,5246.0,5237.9628557410615
0,19600,19600,5236.0,5236.0,5236.0,5244.0,5235.806753017144
0,19700,19700,5237.5,5236.0,5236.0,5244.0,5235.806753017144
0,19800,19800,5236.5,5236.5,5236.5,5245.0,5236.924183495197
0,19900,19900,5238.5,5238.5,5238.0,5246.5,5238.4264240635475
0,20000,20000,5239.5,5239.5,5240.0,5248.0,5240.213149103004
0,20100,20100,5237.5,5237.5,5238.0,5246.0,5238.037230464493
0,20200,20200,5237.5,5237.5,5238.0,5246.0,5238.037230464493
0,20300,20300,5237.5,5237.5,5237.5,5246.0,5237.943127300039
0,20400,20400,5237.5,5236.0,5236.0,5244.0,5235.806753017144
0,20500,20500,5236.0,5236.0,5236.0,5244.0,5235.806753017144
0,20600,20600,5235.5,5235.5,5235.5,5244.0,5235.7498372144055
0,20700,20700,5235.5,5235.5,5235.0,5244.0,5235.733105333966
0,20800,20800,5236.5,5236.5,5236.5,5245.0,5236.924183495197
0,20900,20900,5235.5,5235.5,5235.0,5244.0,5235.733105333966
0,21000,21000,5235.5,5235.5,5235.5,5244.0,5235.7498372144055
0,21100,21100,5234.5,5234.5,5235.0,5243.0,5234.767569326245
0,21200,21200,5232.5,5234.0,5234.0,5243.0,5234.673977606825
0,21300,21300,5234.5,5234.5,5234.0,5243.0,5234.674765636396
0,21400,21400,5235.5,5235.0,5235.0,5243.5,5235.211321734138
0,21500,21500,5236.5,5235.5,5235.0,5244.0,5235.733105333966
0,21600,21600,5235.5,5235.5,5235.5,5244.0,5235.740821536884
0,21700,21700,5233.0,5234.5,5235.0,5243.0,5234.767569326245
0,21800,21800,5234.0,5234.0,5234.0,5242.5,5234.239368998103
0,21900,21900,5234.0,5234.0,5234.0,5242.5,5234.239368998103
0,22000,22000,5234.5,5234.5,5234.5,5243.0,5234.673466161792
0,22100,22100,5234.5,5234.5,5234.5,5243.0,5234.673466161792
0,22200,22200,5235.5,5235.5,5236.0,5244.0,5235.73952206228
0,22300,22300,5236.5,5236.5,5237.0,5245.0,5236.960859411879
0,22400,22400,5237.5,5237.5,5238.0,5246.0,5238.037230464493
0,22500,22500,5236.5,5236.5,5236.0,5245.0,5236.830080330744
0,22600,22600,5234.0,5235.5,5235.0,5243.5,5235.26953701148
0,22700,22700,5234.5,5234.5,5234.5,5243.0,5234.768868800849
0,22800,22800,5235.5,5235.5,5235.0,5243.5,5235.26953701148
0,22900,22900,5234.5,5234.5,5234.5,5243.0,5234.673466161792
0,23000,23000,5235.5,5235.5,5235.0,5243.5,5235.26953701148
0,23100,23100,5236.5,5236.5,5236.0,5244.0,5235.864968294485
0,23200,23200,5235.5,5234.5,5234.5,5243.0,5234.673466161792
0,23300,23300,5233.5,5233.5,5234.0,5242.0,5233.6326189381825
0,23400,23400,5235.5,5235.5,5235.0,5244.0,5235.733105333966
0,23500,23500,5236.0,5236.0,5236.0,5244.0,5235.806753017144
0,23600,23600,5237.5,5237.5,5237.5,5245.5,5237.548574491966
0,23700,23700,5237.5,5237.5,5238.0,5246.0,5238.037230464493
0,23800,23800,5237.0,5237.0,5237.0,5245.0,5236.981099297935
0,23900,23900,5235.5,5235.5,5236.0,5244.0,5235.7485377398025
0,24000,24000,5234.5,5234.5,5234.0,5243.0,5234.674765636396
0,24100,24100,5235.5,5235.5,5235.0,5243.5,5235.26953701148
0,24200,24200,5234.5,5234.5,5235.0,5243.0,5234.767569326245
0,24300,24300,5234.5,5234.5,5235.0,5243.0,5234.767569326245
0,24400,24400,5235.5,5235.5,5235.0,5243.5,5235.26953701148
0,24500,24500,5234.5,5234.5,5234.5,5243.0,5234.673466161792
0,24600,24600,5234.5,5234.5,5234.5,5243.0,5234.673466161792
0,24700,24700,5235.0,5235.0,5235.0,5243.0,5234.825784603587
0,24800,24800,5234.5,5234.5,5235.0,5243.0,5234.767569326245
0,24900,24900,5234.5,5234.5,5234.5,5243.0,5234.673466161792
0,25000,25000,5233.5,5233.5,5233.5,5242.0,5233.538515773729
0,25100,25100,5232.5,5232.5,5233.0,5241.0,5232.591650687735
0,25200,25200,5233.5,5233.5,5233.5,5242.0,5233.538515773729
0,25300,25300,5234.0,5234.0,5234.0,5242.5,5234.201393606817
0,25400,25400,5233.0,5233.0,5233.0,5242.0,5233.3861973319335
0,25500,25500,5231.5,5231.0,5231.0,5240.0,5231.4502226420045
0,25600,25600,5230.0,5230.0,5230.0,5239.0,5230.555216202522
0,25700,25700,5231.5,5231.5,5231.0,5240.0,5231.5464133106325
0,25800,25800,5230.0,5230.0,5230.0,5239.0,5230.555216202522
0,25900,25900,5230.5,5230.5,5230.0,5239.0,5230.518028840807
0,26000,26000,5228.5,5228.5,5228.5,5237.0,5228.3787861189785
0,26100,26100,5226.0,5228.0,5228.0,5237.0,5228.188492285897
0,26200,26200,5227.5,5227.5,5227.0,5236.0,5227.274754827205
0,26300,26300,5228.0,5228.0,5228.0,5237.0,5228.188492285897
0,26400,26400,5227.5,5227.5,5227.5,5237.0,5228.13157648316
0,26500,26500,5228.5,5228.5,5229.0,5238.0,5229.43800131969
0,26600,26600,5229.5,5229.0,5229.0,5238.0,5229.314426996439
0,26700,26700,5229.5,5229.5,5229.5,5238.0,5229.475761115756
0,26800,26800,5230.5,5230.5,5230.0,5239.0,5230.518028840807
0,26900,26900,5230.5,5230.5,5231.0,5239.5,5230.88144797337
0,27000,27000,5230.0,5230.0,5230.0,5239.0,5230.555216202522
0,27100,27100,5231.5,5231.5,5232.0,5240.5,5232.007382683911
0,27200,27200,5232.5,5232.5,5232.5,5241.0,5232.681484725534
0,27300,27300,5232.5,5232.0,5232.0,5241.0,5232.529166283738
0,27400,27400,5232.5,5232.5,5232.5,5241.0,5232.681484725534
0,27500,27500,5232.5,5232.5,5232.0,5241.0,5232.58738156108
0,27600,27600,5233.5,5233.5,5233.5,5242.0,5233.538515773729
0,27700,27700,5232.5,5232.5,5232.0,5241.0,5232.58738156108
0,27800,27800,5232.5,5232.5,5232.5,5241.0,5232.690500403055
0,27900,27900,5234.0,5234.0,5234.0,5242.5,5234.230353320581
0,28000,28000,5233.5,5233.5,5233.0,5242.0,5233.444412609275
0,28100,28100,5233.5,5233.5,5233.0,5242.0,5233.444412609275
0,28200,28200,5233.5,5233.5,5234.0,5242.0,5233.670594329468
0,28300,28300,5233.5,5233.5,5234.0,5242.0,5233.670594329468
0,28400,28400,5233.0,5233.0,5233.0,5241.5,5233.1419690138655
0,28500,28500,5232.5,5233.0,5233.0,5241.5,5233.228355975401
0,28600,28600,5233.5,5233.5,5233.5,5242.0,5233.538515773729
0,28700,28700,5235.5,5234.5,5234.0,5243.0,5234.75213692041
0,28800,28800,5231.5,5232.0,5232.0,5240.5,5232.065597961252
0,28900,28900,5233.5,5232.5,5233.0,5241.0,5232.706572375574
0,29000,29000,5231.5,5231.5,5231.0,5240.0,5231.670350675993
0,29100,29100,5232.5,5232.5,5233.0,5241.0,5232.706572375574
0,29200,29200,5231.5,5231.5,5232.0,5240.5,5232.007382683911
0,29300,29300,5230.5,5230.5,5231.0,5239.5,5230.9963696612085
0,29400,29400,5230.5,5230.5,5230.5,5239.0,5230.534100813326
0,29500,29500,5230.5,5230.5,5230.5,5239.0,5230.438698174269
0,29600,29600,5230.5,5230.5,5230.0,5239.0,5230.535400287929
0,29700,29700,5229.0,5229.0,5229.0,5238.0,5229.505232274553
0,29800,29800,5229.5,5229.5,5229.5,5238.0,5229.466745438234
0,29900,29900,5229.0,5231.0,5231.0,5240.0,5231.565144329844
0,30000,30000,5231.0,5231.0,5231.0,5240.0,5231.565144329844
0,30100,30100,5231.5,5231.5,5232.0,5240.5,5232.102785322968
0,30200,30200,5232.5,5232.5,5232.5,5241.0,5232.603453533598
0,30300,30300,5232.5,5232.5,5232.5,5241.0,5232.603453533598
0,30400,30400,5231.5,5231.5,5231.5,5240.0,5231.640516475086
0,30500,30500,5231.0,5231.0,5231.0,5240.0,5231.565144329844
0,30600,30600,5231.5,5231.5,5231.5,5240.0,5231.640516475086
0,30700,30700,5231.5,5231.5,5231.5,5240.0,5231.640516475086
0,30800,30800,5232.5,5232.5,5232.5,5241.0,5232.612469211121
0,30900,30900,5231.5,5231.5,5231.0,5240.0,5231.670350675993
0,31000,31000,5230.5,5230.0,5230.0,5239.0,5230.477185010588
0,31100,31100,5229.0,5229.0,5229.0,5238.0,5229.496216597031
0,31200,31200,5228.5,5228.5,5229.0,5238.0,5229.43800131969
0,31300,31300,5228.5,5228.5,5228.5,5238.0,5229.343898155236
0,31400,31400,5229.5,5229.5,5229.5,5238.0,5229.475761115756
0,31500,31500,5230.5,5230.5,5230.5,5239.0,5230.629503452383
0,31600,31600,5229.5,5229.5,5229.5,5238.5,5229.939329438242
0,31700,31700,5230.5,5225.0,5226.0,5237.5,5227.886300485872
0,31800,31800,5228.5,5228.5,5228.0,5237.0,5228.246707563239
0,31900,31900,5228.5,5228.5,5228.5,5237.0,5228.340810727693
0,32000,32000,5228.5,5228.5,5228.0,5237.0,5228.246707563239
0,32100,32100,5227.5,5227.5,5227.5,5236.5,5227.75439512221
0,32200,32200,5228.5,5228.5,5228.5,5237.5,5228.804379050179
0,32300,32300,5228.5,5228.5,5229.0,5238.0,5229.43800131969
0,32400,32400,5229.5,5229.5,5230.0,5239.0,5230.418969733247
0,32500,32500,5229.5,5229.5,5229.5,5238.5,5229.939329438242
0,32600,32600,5230.0,5230.0,5230.0,5239.0,5230.477185010588
0,32700,32700,5228.5,5228.5,5228.5,5238.0,5229.343898155236
0,32800,32800,5228.5,5228.5,5228.0,5237.0,5228.246707563239
0,32900,32900,5228.5,5228.5,5228.5,5237.5,5228.8423544414645
0,33000,33000,5226.5,5228.0,5228.0,5237.0,5228.379297564012
0,33100,33100,5231.5,5230.5,5230.0,5239.0,5230.535400287929
0,33200,33200,5231.5,5231.5,5231.0,5240.0,5231.623359607186
0,33300,33300,5230.5,5230.5,5230.5,5239.0,5230.629503452383
0,33400,33400,5229.5,5229.5,5230.0,5239.0,5230.497000925181
0,33500,33500,5230.5,5230.5,5230.0,5239.0,5230.535400287929
0,33600,33600,5230.5,5230.0,5230.0,5239.0,5230.477185010588
0,33700,33700,5231.5,5231.0,5231.0,5240.0,5231.527168938558
0,33800,33800,5229.5,5230.0,5230.0,5239.0,5230.555216202522
0,33900,33900,5228.5,5228.5,5229.0,5238.0,5229.43800131969
0,34000,34000,5228.5,5228.5,5228.5,5237.5,5228.804379050179
0,34100,34100,5228.5,5228.0,5228.0,5237.0,5228.379297564012
0,34200,34200,5229.5,5229.5,5229.0,5238.0,5229.563447551895
0,34300,34300,5227.5,5227.5,5228.0,5237.0,5228.32108228667
0,34400,34400,5228.5,5228.5,5228.5,5237.5,5228.804379050179
0,34500,34500,5228.5,5228.5,5228.0,5237.0,5228.246707563239
0,34600,34600,5228.5,5228.5,5228.0,5237.0,5228.246707563239
0,34700,34700,5229.5,5229.5,5229.0,5238.0,5229.563447551895
0,34800,34800,5231.5,5231.5,5232.0,5240.5,5232.198187962025
0,34900,34900,5230.0,5231.5,5231.0,5240.0,5231.5853842158995
0,35000,35000,5230.5,5230.5,5230.5,5239.5,5230.997669135812
0,35100,35100,5229.5,5229.5,5229.5,5238.5,5229.939329438242
0,35200,35200,5230.5,5230.5,5231.0,5240.0,5231.4599379836945
0,35300,35300,5231.5,5230.5,5231.0,5239.5,5230.9963696612085
0,35400,35400,5232.5,5232.5,5233.0,5241.0,5232.706572375574
0,35500,35500,5233.5,5233.5,5234.0,5242.0,5233.6326189381825
0,35600,35600,5234.5,5234.5,5234.5,5243.0,5234.768868800849
0,35700,35700,5234.5,5234.5,5235.0,5243.0,5234.689538134311
0,35800,35800,5234.0,5234.0,5234.0,5242.0,5233.72880960681
0,35900,35900,5233.5,5233.5,5233.5,5242.0,5233.538515773729
0,36000,36000,5232.5,5232.5,5233.0,5241.0,5232.706572375574
0,36100,36100,5232.5,5232.5,5233.0,5241.0,5232.706572375574
0,36200,36200,5232.5,5232.5,5232.0,5241.0,5232.509350369145
0,36300,36300,5231.5,5231.5,5231.5,5240.0,5231.640516475086
0,36400,36400,5231.5,5231.5,5231.5,5240.0,5231.640516475086
0,36500,36500,5231.5,5231.5,5231.5,5240.0,5231.640516475086
0,36600,36600,5230.5,5230.5,5230.0,5239.0,5230.535400287929
0,36700,36700,5229.5,5229.5,5230.0,5238.5,5229.955401410761
0,36800,36800,5230.5,5231.0,5231.0,5240.0,5231.5561286523225
0,36900,36900,5231.5,5231.5,5231.5,5240.0,5231.640516475086
0,37000,37000,5231.5,5231.5,5231.5,5240.0,5231.640516475086
0,37100,37100,5232.5,5232.5,5233.0,5241.0,5232.697556698052
0,37200,37200,5232.5,5232.5,5232.5,5241.0,5232.603453533598
0,37300,37300,5233.5,5233.5,5233.5,5242.0,5233.66245313909
0,37400,37400,5235.5,5235.5,5235.0,5243.5,5235.26953701148
0,37500,37500,5235.5,5235.5,5235.5,5244.0,5235.827208498419
0,37600,37600,5236.0,5236.0,5236.0,5244.0,5235.884124301157
0,37700,37700,5234.5,5234.5,5235.0,5243.0,5234.680522456789
0,37800,37800,5235.0,5235.0,5235.0,5243.0,5234.73873773413
0,37900,37900,5235.5,5235.5,5235.5,5244.0,5235.827208498419
0,38000,38000,5234.5,5234.5,5234.0,5243.0,5234.75213692041
0,38100,38100,5234.0,5234.0,5234.0,5242.0,5233.852746972171
0,38200,38200,5234.5,5234.5,5234.0,5242.5,5234.288568597924
0,38300,38300,5233.5,5233.5,5234.0,5242.0,5233.79453169483
0,38400,38400,5232.5,5232.5,5232.5,5241.0,5232.603453533598
