type,product_a,product_b,product_c,K1,K2,K3,direction,EV_par_trade,opportunities_per_day,capital_required_ticks,risk_max_ticks,frequency_count,tradable_arb_count,max_tradable_edge,score,notes,day_pair,realized_decay,bs_theta_decay,edge_after_spread,beta,intercept,adf_tstat,pvalue_approx
vertical_pair,VEV_5300,VEV_5400,,5300,5400,,mean-revert call-spread width,0.5,1.6666666666666667,63.5,0.5,5,0,-21.0,1.118033988749895,"monotonic_mid_violations=0, width_mid_violations=0, half_life=91.29, rho=0.9924",,,,,,,,
theta_calendar_proxy,VEV_5100,,,5100,,,short after under-decay,22.06762948175856,0.3333333333333333,177.5,,1,0,,1.103381474087928,low-confidence theta-only proxy; underlying move is not delta-adjusted,0->1,-13.5,3.5676294817585585,-22.06762948175856,,,,
cointegration_pair,VEV_5100,VEV_5500,,5100,5500,,long residual VEV_5100 - beta*VEV_5500 when low,0.6185777434291353,0.6666666666666666,202.16748894899902,0.11857774342912109,2,0,,0.9238010341396279,"mean_abs_resid=7.382, std_resid=9.158, sharpe_proxy=0.499",,,,,5.095355564142718,132.96541032408075,-6.437955420257997,0.001
theta_calendar_proxy,VEV_5200,,,5200,,,short after under-decay,15.12221176849107,0.3333333333333333,102.5,,1,0,,0.7561105884245536,low-confidence theta-only proxy; underlying move is not delta-adjusted,0->1,-7.0,5.12221176849107,-15.12221176849107,,,,
theta_calendar_proxy,VEV_5300,,,5300,,,short after under-decay,13.780326171439356,0.3333333333333333,58.0,,1,0,,0.6890163085719678,low-confidence theta-only proxy; underlying move is not delta-adjusted,1->2,-6.0,5.780326171439356,-13.780326171439356,,,,
theta_calendar_proxy,VEV_5300,,,5300,,,short after under-decay,12.034128123710843,0.3333333333333333,52.0,,1,0,,0.6017064061855422,low-confidence theta-only proxy; underlying move is not delta-adjusted,0->1,-5.0,5.034128123710843,-12.034128123710843,,,,
cointegration_pair,VEV_5200,VEV_5500,,5200,5500,,short residual VEV_5200 - beta*VEV_5500 when high,0.30481967228695755,1.0,126.37253961727211,-0.36184699437970913,3,0,,0.5769631595475053,"mean_abs_resid=4.863, std_resid=6.036, sharpe_proxy=0.246",,,,,4.340461748594929,66.7222410326358,-8.244978229619553,0.001
theta_calendar_proxy,VEV_5400,,,5400,,,short after under-decay,8.64249598440972,0.3333333333333333,20.0,,1,0,,0.432124799220486,low-confidence theta-only proxy; underlying move is not delta-adjusted,1->2,-3.0,3.6424959844097202,-8.64249598440972,,,,
cointegration_pair,VEV_5200,VEV_5400,,5200,5400,,short residual VEV_5200 - beta*VEV_5400 when high,0.2932988942622341,0.3333333333333333,134.5750645732583,0.2932988942622341,1,0,,0.3422988942622341,"mean_abs_resid=4.121, std_resid=5.394, sharpe_proxy=0.224",,,,,2.3383376382172196,58.247799523295484,-6.202290482654896,0.001
theta_calendar_proxy,VEV_5400,,,5400,,,short after under-decay,5.689135123255028,0.3333333333333333,17.0,,1,0,,0.2844567561627514,low-confidence theta-only proxy; underlying move is not delta-adjusted,0->1,-0.5,3.189135123255028,-5.689135123255028,,,,
theta_calendar_proxy,VEV_5500,,,5500,,,short after under-decay,4.581702091321063,0.3333333333333333,7.0,,1,0,,0.22908510456605313,low-confidence theta-only proxy; underlying move is not delta-adjusted,1->2,-0.5,2.0817020913210627,-4.581702091321063,,,,
theta_calendar_proxy,VEV_5500,,,5500,,,short after under-decay,2.046530619335499,0.3333333333333333,6.5,,1,0,,0.10232653096677496,low-confidence theta-only proxy; underlying move is not delta-adjusted,0->1,1.0,2.046530619335499,-2.046530619335499,,,,
theta_calendar_proxy,VEV_6500,,,6500,,,short after under-decay,1.3080923613487503,0.3333333333333333,0.5,,1,0,,0.06540461806743751,low-confidence theta-only proxy; underlying move is not delta-adjusted,1->2,0.0,0.3080923613487503,-1.3080923613487503,,,,
theta_calendar_proxy,VEV_6000,,,6000,,,short after under-decay,1.2924366795660411,0.3333333333333333,0.5,,1,0,,0.06462183397830205,low-confidence theta-only proxy; underlying move is not delta-adjusted,1->2,0.0,0.29243667956604114,-1.2924366795660411,,,,
theta_calendar_proxy,VEV_6500,,,6500,,,short after under-decay,1.2759480521586717,0.3333333333333333,0.5,,1,0,,0.06379740260793358,low-confidence theta-only proxy; underlying move is not delta-adjusted,0->1,0.0,0.2759480521586717,-1.2759480521586717,,,,
theta_calendar_proxy,VEV_6000,,,6000,,,short after under-decay,1.2611434035401636,0.3333333333333333,0.5,,1,0,,0.06305717017700818,low-confidence theta-only proxy; underlying move is not delta-adjusted,0->1,0.0,0.26114340354016363,-1.2611434035401636,,,,
synthetic_deep_itm,VEV_4500,VELVETFRUIT_EXTRACT,,4500,,,"buy VEV_K, sell VE only if C+K < S after bid/ask",1.0,0.3333333333333333,5998.5,-38.0,1,1,1.0,0.02631578947368421,"deep_itm_all_sample=True; residual mean=0.011, std=0.759; max buy_call_sell_VE_edge=1.000; reverse edge ignored without listed puts; mr_ev=-33.706915477497255",,,,,,,,
synthetic_deep_itm,VEV_4000,VELVETFRUIT_EXTRACT,,4000,,,"buy VEV_K, sell VE only if C+K < S after bid/ask",1.0,0.3333333333333333,6499.0,-50.0,1,1,1.0,0.02,"deep_itm_all_sample=True; residual mean=0.012, std=0.829; max buy_call_sell_VE_edge=1.000; reverse edge ignored without listed puts; mr_ev=-40.29121540312876",,,,,,,,
cointegration_pair,VEV_4000,VEV_5400,,4000,5400,,short residual VEV_4000 - beta*VEV_5400 when high,-0.263580271075071,0.6666666666666666,1291.7230640060116,-6.648709337340975,2,0,,-0.007064835325982233,"mean_abs_resid=10.334, std_resid=12.823, sharpe_proxy=0.000",,,,,2.6148709337341023,1208.3975967709848,-5.173647172354929,0.001
vertical_pair,VEV_5200,VEV_5300,,5200,5300,,mean-revert call-spread width,-0.8333333333333334,1.0,143.5,-2.0,3,0,-38.0,-0.7216878364870322,"monotonic_mid_violations=0, width_mid_violations=0, half_life=74.87, rho=0.9908",,,,,,,,
cointegration_pair,VEV_4500,VEV_5500,,4500,5500,,long residual VEV_4500 - beta*VEV_5500 when low,-4.850299015126026,1.0,779.275448522689,-8.746905878767436,3,0,,-0.9114498370666565,"mean_abs_resid=11.118, std_resid=13.605, sharpe_proxy=0.000",,,,,4.436726469691868,720.643713327179,-5.203865911708054,0.001
cointegration_pair,VEV_5000,VEV_5300,,5000,5300,,long residual VEV_5000 - beta*VEV_5300 when low,-2.191381376819322,0.3333333333333333,349.4428828733621,-2.191381376819322,1,0,,-0.951,"mean_abs_resid=5.679, std_resid=6.841, sharpe_proxy=0.000",,,,,2.030060059861711,160.09692693820358,-5.548618510406156,0.001
cointegration_pair,VEV_5400,VEV_5500,,5400,5500,,long residual VEV_5400 - beta*VEV_5500 when low,-3.6360949822450834,0.3333333333333333,28.56410289743217,-3.6360949822450834,1,0,,-0.951,"mean_abs_resid=0.905, std_resid=1.159, sharpe_proxy=0.000",,,,,1.8560158303741805,3.62546593161111,-19.261488364566482,0.001
cointegration_pair,VEV_4500,VEV_5200,,4500,5200,,long residual VEV_4500 - beta*VEV_5200 when low,-6.846725056477302,0.3333333333333333,890.7336252823866,-6.846725056477302,1,0,,-0.951,"mean_abs_resid=5.600, std_resid=6.342, sharpe_proxy=0.000",,,,,1.479319233665504,608.7624383836495,-6.42043581879037,0.001
cointegration_pair,VEV_4500,VEV_5300,,4500,5300,,short residual VEV_4500 - beta*VEV_5300 when high,-9.422267183830643,0.3333333333333333,847.8191774610539,-9.422267183830643,1,0,,-0.951,"mean_abs_resid=7.179, std_resid=8.552, sharpe_proxy=0.000",,,,,2.1025356906607215,651.7951379404179,-5.821684435687564,0.001
cointegration_pair,VEV_4500,VEV_5100,,4500,5100,,long residual VEV_4500 - beta*VEV_5100 when low,-11.633446102202164,0.3333333333333333,945.9959052060136,-11.633446102202164,1,0,,-0.951,"mean_abs_resid=3.778, std_resid=4.259, sharpe_proxy=0.000",,,,,1.1809846006291609,553.1148989156496,-8.016136749049018,0.001
cointegration_pair,VEV_4000,VEV_5200,,4000,5200,,long residual VEV_4000 - beta*VEV_5200 when low,-11.67889137564079,0.3333333333333333,1390.769116892846,-11.67889137564079,1,0,,-0.951,"mean_abs_resid=5.606, std_resid=6.352, sharpe_proxy=0.000",,,,,1.4796832501830346,1108.7278903876863,-7.937794123519775,0.001
cointegration_pair,VEV_5100,VEV_5200,,5100,5200,,long residual VEV_5100 - beta*VEV_5200 when low,-12.190615004003135,0.3333333333333333,291.349371987367,-12.190615004003135,1,0,,-0.951,"mean_abs_resid=1.767, std_resid=2.188, sharpe_proxy=0.000",,,,,1.2989572226670154,42.69168942140793,-11.814047104053445,0.001
cointegration_pair,VEV_5100,VEV_5300,,5100,5300,,long residual VEV_5100 - beta*VEV_5300 when low,-5.924299470383463,0.6666666666666666,257.7899730227316,-8.021910875725982,2,0,,-0.9954175693759261,"mean_abs_resid=3.320, std_resid=4.199, sharpe_proxy=0.000",,,,,1.9317015536751405,76.47921413025401,-8.352329859081832,0.001
synthetic_deep_itm,VEV_6000,VELVETFRUIT_EXTRACT,,6000,,,"buy VEV_K, sell VE only if C+K < S after bid/ask",21.3,1.6666666666666667,5250.0,20.0,5,0,-703.0,-1.0,"deep_itm_all_sample=False; residual mean=750.402, std=15.630; max buy_call_sell_VE_edge=-703.000; reverse edge ignored without listed puts; mr_ev=21.3",,,,,,,,
synthetic_deep_itm,VEV_6500,VELVETFRUIT_EXTRACT,,6500,,,"buy VEV_K, sell VE only if C+K < S after bid/ask",21.3,1.6666666666666667,5250.0,20.0,5,0,-1203.0,-1.0,"deep_itm_all_sample=False; residual mean=1250.402, std=15.630; max buy_call_sell_VE_edge=-1203.000; reverse edge ignored without listed puts; mr_ev=21.3",,,,,,,,
synthetic_deep_itm,VEV_5500,VELVETFRUIT_EXTRACT,,5500,,,"buy VEV_K, sell VE only if C+K < S after bid/ask",19.416666666666668,2.0,5256.0,16.0,6,0,-210.0,-1.0,"deep_itm_all_sample=False; residual mean=256.543, std=14.850; max buy_call_sell_VE_edge=-210.000; reverse edge ignored without listed puts; mr_ev=19.416666666666668",,,,,,,,
synthetic_deep_itm,VEV_5400,VELVETFRUIT_EXTRACT,,5400,,,"buy VEV_K, sell VE only if C+K < S after bid/ask",17.4,1.6666666666666667,5265.5,15.5,5,0,-124.0,-1.0,"deep_itm_all_sample=False; residual mean=165.854, std=13.951; max buy_call_sell_VE_edge=-124.000; reverse edge ignored without listed puts; mr_ev=17.4",,,,,,,,
synthetic_deep_itm,VEV_5300,VELVETFRUIT_EXTRACT,,5300,,,"buy VEV_K, sell VE only if C+K < S after bid/ask",11.25,1.3333333333333333,5296.0,9.5,4,0,-63.0,-1.0,"deep_itm_all_sample=False; residual mean=96.662, std=10.959; max buy_call_sell_VE_edge=-63.000; reverse edge ignored without listed puts; mr_ev=11.25",,,,,,,,
synthetic_deep_itm,VEV_5200,VELVETFRUIT_EXTRACT,,5200,,,"buy VEV_K, sell VE only if C+K < S after bid/ask",4.166666666666667,1.0,5345.0,2.5,3,0,-25.0,-1.0,"deep_itm_all_sample=False; residual mean=45.451, std=7.847; max buy_call_sell_VE_edge=-25.000; reverse edge ignored without listed puts; mr_ev=4.166666666666667",,,,,,,,
cointegration_pair,VEV_4000,VEV_5300,,4000,5300,,long residual VEV_4000 - beta*VEV_5300 when low,-14.888794859867588,0.6666666666666666,1347.5506481028199,-19.50995179602026,2,0,,-1.0302407812361005,"mean_abs_resid=7.184, std_resid=8.560, sharpe_proxy=0.000",,,,,2.1030744510779575,1151.770178872558,-6.86160348653159,0.001
butterfly_convexity,VEV_5300,VEV_5400,VEV_5500,5300,5400,5500,"buy convex fly when z<-2, close z>0",-3.0,0.6666666666666666,43.25,-4.0,2,0,-7.5,-1.0606601717798214,"mid convexity violations=0, half_life=37.69, rho=0.9818",,,,,,,,
cointegration_pair,VEV_4000,VEV_5500,,4000,5500,,long residual VEV_4000 - beta*VEV_5500 when low,-13.212904445981666,1.0,1279.0078361931114,-20.25391809655583,3,0,,-1.0809256621307564,"mean_abs_resid=11.120, std_resid=13.611, sharpe_proxy=0.000",,,,,4.438479524138931,1220.6323040123598,-5.711343271659393,0.001
cointegration_pair,VEV_5200,VEV_5300,,5200,5300,,short residual VEV_5200 - beta*VEV_5300 when high,-6.641224635056831,0.6666666666666666,168.08162104986297,-7.345198207403088,2,0,,-1.2296734522967057,"mean_abs_resid=1.440, std_resid=1.850, sharpe_proxy=0.000",,,,,1.523013213826872,24.332770322336437,-16.55028076509931,0.001
cointegration_pair,VEV_5300,VEV_5400,,5300,5400,,short residual VEV_5300 - beta*VEV_5400 when high,-1.9252678842080198,1.0,73.83185273946805,-2.509383146408748,3,0,,-1.2798770981032757,"mean_abs_resid=2.161, std_resid=2.774, sharpe_proxy=0.000",,,,,1.6261728933010937,20.819358853802047,-9.256881562904502,0.001
butterfly_convexity,VEV_5400,VEV_5500,VEV_6000,5400,5500,6000,"buy convex fly when z<-2, close z>0",-1.333333333333334,1.3333333333333333,20.333333333333332,-2.0833333333333335,4,0,-4.000000000000001,-1.2800000000000005,"mid convexity violations=0, half_life=42.85, rho=0.9840",,,,,,,,
vertical_pair,VEV_5400,VEV_5500,,5400,5500,,mean-revert call-spread width,-1.5,1.0,23.0,-2.0,3,0,-5.0,-1.299038105676658,"monotonic_mid_violations=0, width_mid_violations=0, half_life=64.00, rho=0.9892",,,,,,,,
cointegration_pair,VEV_5500,VEV_6000,,5500,6000,,short residual VEV_5500 - beta*VEV_6000 when high,-3.3130799999999887,0.6666666666666666,7.828269999999997,-3.3130799999999887,2,0,,-1.3652135623730952,"mean_abs_resid=1.378, std_resid=1.739, sharpe_proxy=0.000",,,,,2.6565399999999944,5.313080000000006,-6.963384224458221,0.001
cointegration_pair,VEV_5500,VEV_6500,,5500,6500,,short residual VEV_5500 - beta*VEV_6500 when high,-3.3130799999999887,0.6666666666666666,7.828269999999997,-3.3130799999999887,2,0,,-1.3652135623730952,"mean_abs_resid=1.378, std_resid=1.739, sharpe_proxy=0.000",,,,,2.6565399999999944,5.313080000000006,-6.963384224458221,0.001
butterfly_convexity,VEV_4000,VEV_4500,VEV_5000,4000,4500,5000,"buy convex fly when z<-2, close z>0",-27.625,0.6666666666666666,1501.25,-28.5,2,0,-8.0,-1.370794724931816,"mid convexity violations=0, half_life=6.41, rho=0.8975",,,,,,,,
butterfly_convexity,VEV_5000,VEV_5100,VEV_5200,5000,5100,5200,"buy convex fly when z<-2, close z>0",-14.875,0.6666666666666666,341.75,-15.0,2,0,-7.5,-1.4024284493533195,"mid convexity violations=0, half_life=18.77, rho=0.9638",,,,,,,,
butterfly_convexity,VEV_4500,VEV_5000,VEV_5100,4500,5000,5100,"buy convex fly when z<-2, close z>0",-20.999999999999993,0.6666666666666666,518.0,-21.000000000000007,2,0,-6.833333333333371,-1.4142135623730943,"mid convexity violations=0, half_life=44.93, rho=0.9847",,,,,,,,
synthetic_deep_itm,VEV_5100,VELVETFRUIT_EXTRACT,,5100,,,"buy VEV_K, sell VE only if C+K < S after bid/ask",-5.833333333333333,1.0,5416.0,-7.0,3,0,-9.0,-1.443375672974064,"deep_itm_all_sample=True; residual mean=16.707, std=4.842; max buy_call_sell_VE_edge=-9.000; reverse edge ignored without listed puts; mr_ev=-5.833333333333333",,,,,,,,
cointegration_pair,VEV_5300,VEV_5500,,5300,5500,,long residual VEV_5300 - beta*VEV_5500 when low,-2.5440759332085796,1.6666666666666667,68.94069265718215,-3.7711954813428683,5,0,,-1.4594677404603607,"mean_abs_resid=2.634, std_resid=3.215, sharpe_proxy=0.000",,,,,3.0677988703357157,26.385607305829218,-11.27077544239973,0.001
butterfly_convexity,VEV_5100,VEV_5200,VEV_5300,5100,5200,5300,"buy convex fly when z<-2, close z>0",-8.833333333333334,1.0,203.0,-10.25,3,0,-10.0,-1.4926616715634227,"mid convexity violations=0, half_life=6.61, rho=0.9004",,,,,,,,
vertical_pair,VEV_5000,VEV_5100,,5000,5100,,mean-revert call-spread width,-12.5,1.0,421.0,-14.5,3,0,-8.0,-1.4931472479042045,"monotonic_mid_violations=0, width_mid_violations=0, half_life=68.83, rho=0.9900",,,,,,,,
cointegration_pair,VEV_4000,VEV_5100,,4000,5100,,long residual VEV_4000 - beta*VEV_5100 when low,-17.020573576911815,1.0,1446.175530033349,-17.721726938839765,3,0,,-1.6145228784935606,"mean_abs_resid=3.786, std_resid=4.275, sharpe_proxy=0.000",,,,,1.1812344146147098,1053.0734619147065,-10.42666704491783,0.001
cointegration_pair,VEV_5200,VEV_6000,,5200,6000,,long residual VEV_5200 - beta*VEV_6000 when low,-60.43901333333324,1.0,115.10975333333332,-60.93901333333325,3,0,,-1.6688394615622175,"mean_abs_resid=7.713, std_resid=9.664, sharpe_proxy=0.000",,,,,38.219506666666625,76.43901333333349,-5.136217022008925,0.001
cointegration_pair,VEV_5200,VEV_6500,,5200,6500,,long residual VEV_5200 - beta*VEV_6500 when low,-60.43901333333324,1.0,115.10975333333332,-60.93901333333325,3,0,,-1.6688394615622175,"mean_abs_resid=7.713, std_resid=9.664, sharpe_proxy=0.000",,,,,38.219506666666625,76.43901333333349,-5.136217022008925,0.001
cointegration_pair,VEV_5100,VEV_6000,,5100,6000,,long residual VEV_5100 - beta*VEV_6000 when low,-115.2776933333331,1.0,199.86108999999993,-115.94435999999976,3,0,,-1.6730917156528995,"mean_abs_resid=10.267, std_resid=12.743, sharpe_proxy=0.000",,,,,66.72217999999988,133.4443600000002,-4.938187526267629,0.001
cointegration_pair,VEV_5100,VEV_6500,,5100,6500,,long residual VEV_5100 - beta*VEV_6500 when low,-115.2776933333331,1.0,199.86108999999993,-115.94435999999976,3,0,,-1.6730917156528995,"mean_abs_resid=10.267, std_resid=12.743, sharpe_proxy=0.000",,,,,66.72217999999988,133.4443600000002,-4.938187526267629,0.001
cointegration_pair,VEV_5300,VEV_6000,,5300,6000,,long residual VEV_5300 - beta*VEV_6000 when low,-28.4079466666666,1.0,56.35198666666665,-28.407946666666597,3,0,,-1.6830508075688775,"mean_abs_resid=4.905, std_resid=6.228, sharpe_proxy=0.000",,,,,18.7039733333333,37.40794666666672,-5.474895458055165,0.001
cointegration_pair,VEV_5300,VEV_6500,,5300,6500,,long residual VEV_5300 - beta*VEV_6500 when low,-28.4079466666666,1.0,56.35198666666665,-28.407946666666597,3,0,,-1.6830508075688775,"mean_abs_resid=4.905, std_resid=6.228, sharpe_proxy=0.000",,,,,18.7039733333333,37.40794666666672,-5.474895458055165,0.001
vertical_pair,VEV_5500,VEV_6000,,5500,6000,,mean-revert call-spread width,-2.0,1.0,7.0,-2.0,3,0,-3.0,-1.7320508075688772,"monotonic_mid_violations=0, width_mid_violations=0, half_life=131.17, rho=0.9947",,,,,,,,
butterfly_convexity,VEV_5500,VEV_6000,VEV_6500,5500,6000,6500,"buy convex fly when z<-2, close z>0",-3.0,1.0,4.0,-3.0,3,0,-2.0,-1.7320508075688774,"mid convexity violations=0, half_life=131.17, rho=0.9947",,,,,,,,
vertical_pair,VEV_5100,VEV_5200,,5100,5200,,mean-revert call-spread width,-4.8,1.6666666666666667,262.5,-6.0,5,0,-21.0,-1.7888543819998317,"monotonic_mid_violations=0, width_mid_violations=0, half_life=83.03, rho=0.9917",,,,,,,,
butterfly_convexity,VEV_5200,VEV_5300,VEV_5400,5200,5300,5400,"buy convex fly when z<-2, close z>0",-6.5,1.3333333333333333,103.5,-6.75,4,0,-8.0,-1.9259259259259258,"mid convexity violations=0, half_life=5.77, rho=0.8869",,,,,,,,
cointegration_pair,VEV_5000,VEV_6000,,5000,6000,,long residual VEV_5000 - beta*VEV_6000 when low,-186.39291999999952,1.3333333333333333,305.0044799999999,-187.51791999999952,4,0,,-1.9390011467703994,"mean_abs_resid=11.734, std_resid=14.376, sharpe_proxy=0.000",,,,,102.00895999999976,204.0179200000002,-4.973519188138382,0.001
cointegration_pair,VEV_5000,VEV_6500,,5000,6500,,long residual VEV_5000 - beta*VEV_6500 when low,-186.39291999999952,1.3333333333333333,305.0044799999999,-187.51791999999952,4,0,,-1.9390011467703994,"mean_abs_resid=11.734, std_resid=14.376, sharpe_proxy=0.000",,,,,102.00895999999976,204.0179200000002,-4.973519188138382,0.001
cointegration_pair,VEV_5400,VEV_6000,,5400,6000,,short residual VEV_5400 - beta*VEV_6000 when high,-8.261533333333311,1.6666666666666667,19.69038333333333,-8.261533333333311,5,0,,-2.18706797749979,"mean_abs_resid=2.685, std_resid=3.429, sharpe_proxy=0.000",,,,,6.3807666666666565,12.761533333333356,-5.417554673602074,0.001
cointegration_pair,VEV_5400,VEV_6500,,5400,6500,,short residual VEV_5400 - beta*VEV_6500 when high,-8.261533333333311,1.6666666666666667,19.69038333333333,-8.261533333333311,5,0,,-2.18706797749979,"mean_abs_resid=2.685, std_resid=3.429, sharpe_proxy=0.000",,,,,6.3807666666666565,12.761533333333356,-5.417554673602074,0.001
cointegration_pair,VEV_4500,VEV_6000,,4500,6000,,long residual VEV_4500 - beta*VEV_6000 when low,-591.170986666666,2.0,899.0219133333331,-598.5876533333326,6,0,,-2.370139887044464,"mean_abs_resid=12.859, std_resid=15.640, sharpe_proxy=0.000",,,,,300.0438266666663,600.0876533333345,-5.138895555522223,0.001
cointegration_pair,VEV_4500,VEV_6500,,4500,6500,,long residual VEV_4500 - beta*VEV_6500 when low,-591.170986666666,2.0,899.0219133333331,-598.5876533333326,6,0,,-2.370139887044464,"mean_abs_resid=12.859, std_resid=15.640, sharpe_proxy=0.000",,,,,300.0438266666663,600.0876533333345,-5.138895555522223,0.001
cointegration_pair,VEV_4000,VEV_6000,,4000,6000,,long residual VEV_4000 - beta*VEV_6000 when low,-998.6711733333317,2.0,1499.5219599999996,-1008.5878399999983,6,0,,-2.3764057985601346,"mean_abs_resid=12.869, std_resid=15.647, sharpe_proxy=0.000",,,,,500.0439199999991,1000.0878400000014,-5.506443009417772,0.001
cointegration_pair,VEV_4000,VEV_6500,,4000,6500,,long residual VEV_4000 - beta*VEV_6500 when low,-998.6711733333317,2.0,1499.5219599999996,-1008.5878399999983,6,0,,-2.3764057985601346,"mean_abs_resid=12.869, std_resid=15.647, sharpe_proxy=0.000",,,,,500.0439199999991,1000.0878400000014,-5.506443009417772,0.001
vertical_pair,VEV_4500,VEV_5000,,4500,5000,,mean-revert call-spread width,-17.55,6.666666666666667,1004.0,-28.5,20,0,-5.0,-2.7538942459734255,"monotonic_mid_violations=0, width_mid_violations=12, half_life=12.13, rho=0.9445",,,,,,,,
synthetic_deep_itm,VEV_5000,VELVETFRUIT_EXTRACT,,5000,,,"buy VEV_K, sell VE only if C+K < S after bid/ask",-10.708333333333334,4.0,5503.5,-12.5,12,0,-2.0,-2.9675803836346764,"deep_itm_all_sample=True; residual mean=4.924, std=1.930; max buy_call_sell_VE_edge=-2.000; reverse edge ignored without listed puts; mr_ev=-10.708333333333334",,,,,,,,
cointegration_pair,VEV_4500,VEV_5000,,4500,5000,,long residual VEV_4500 - beta*VEV_5000 when low,-18.759237860651496,16.333333333333332,1025.0740199231082,-32.748905747123345,49,0,,-3.960742067064183,"mean_abs_resid=1.301, std_resid=1.495, sharpe_proxy=0.000",,,,,1.0829685823744415,473.92831966493947,-21.614773279871148,0.001
cointegration_pair,VEV_4000,VEV_5000,,4000,5000,,long residual VEV_4000 - beta*VEV_5000 when low,-27.66850961844443,30.333333333333332,1524.7131378379045,-39.081454085854105,91,0,,-6.70460643230763,"mean_abs_resid=1.322, std_resid=1.538, sharpe_proxy=0.000",,,,,1.08318877583492,973.8723987335168,-27.945170895930417,0.001
vertical_pair,VEV_4000,VEV_4500,,4000,4500,,mean-revert call-spread width,-51.760147601476014,90.33333333333333,1998.5,-56.0,271,0,-8.0,-15.215706573554018,"monotonic_mid_violations=0, width_mid_violations=8550, half_life=0.00, rho=-0.0019",,,,,,,,
cointegration_pair,VEV_4000,VEV_4500,,4000,4500,,long residual VEV_4000 - beta*VEV_4500 when low,-52.10484840799494,92.0,1998.5938787300397,-56.003822832131135,276,0,,-15.407636896267732,"mean_abs_resid=0.299, std_resid=0.409, sharpe_proxy=0.000",,,,,1.0001253387583973,499.9062155315854,-123.41612808592517,0.001
