day,timestamp,global_ts,strike,S,dS,IV_residual,surface_edge_ticks
0,3100,3100,5400,5246.5,1.0,0.0008213832607024,-0.2104577121108027
0,3200,3200,5300,5245.5,-1.0,0.0050079158229089,-1.689750386735566
0,3200,3200,5400,5245.5,-1.0,-0.0003646237426935,0.0926856688766589
0,3300,3300,5300,5245.0,-0.5,0.0055822534112339,-1.882411177288831
0,3300,3300,5400,5245.0,-0.5,2.1308910814976656e-05,-0.0054115508830652
0,3400,3400,5300,5244.5,-0.5,0.006155788433296,-2.074567899883017
0,3400,3400,5400,5244.5,-0.5,0.0004069211595744,-0.1032438615061095
0,3500,3500,5300,5244.5,0.0,0.0061573224893642,-2.0750700642333335
0,3500,3500,5400,5244.5,0.0,0.0004084433414461,-0.1036293282584638
0,3600,3600,5300,5243.5,-1.0,0.0043278101144667,-1.4549660009205627
0,3600,3600,5400,5243.5,-1.0,-0.0008034176727277,0.202175380220547
0,3700,3700,5300,5244.5,1.0,0.0046762852504025,-1.574983136563195
0,3700,3700,5400,5244.5,1.0,0.0004114878030989,-0.1044002700283313
0,3800,3800,5300,5242.5,-2.0,0.0069543257021447,-2.336580324844018
0,3800,3800,5400,5242.5,-2.0,0.0019461841987356,-0.4919465989253214
0,3900,3900,5300,5243.0,0.5,0.0049002047302466,-1.646360968041275
0,3900,3900,5400,5243.0,0.5,-0.0004175833224121,0.1049819992468973
0,4000,4000,5300,5242.0,-1.0,0.0045445127975484,-1.5239812141242648
0,4000,4000,5400,5242.0,-1.0,0.0003455598495249,-0.0867125542310186
0,4100,4100,5300,5241.5,-0.5,0.005110589496986,-1.712741734762152
0,4100,4100,5400,5241.5,-0.5,-0.0012735768582832,0.3171803486098567
0,4200,4200,5300,5241.0,-0.5,0.004182517100684,-1.3998755648708163
0,4200,4200,5400,5241.0,-0.5,-0.0008939149808771,0.2224162362888424
0,4300,4300,5300,5241.5,0.5,0.0036211858828629,-1.21274889103282
0,4300,4300,5400,5241.5,0.5,-0.0012705533757497,0.3164228366324348
0,4400,4400,5300,5239.5,-2.0,0.0043722157731079,-1.4595476007901722
0,4400,4400,5400,5239.5,-2.0,0.0002416838118945,-0.0599642219498613
0,4500,4500,5300,5239.0,-0.5,0.0034332523854729,-1.1445142892764908
0,4500,4500,5400,5239.0,-0.5,-0.0014039568876281,0.3456166014753539
0,4600,4600,5300,5239.5,0.5,0.0043752602844187,-1.4605430512028952
0,4600,4600,5400,5239.5,0.5,-0.0017774458541258,0.4379693419614842
0,4700,4700,5300,5238.0,-1.5,0.0045497607892278,-1.5147480050160074
0,4700,4700,5400,5238.0,-1.5,-0.0006518613748854,0.1601668206291432
0,4800,4800,5300,5238.5,0.5,0.0039949212427825,-1.3308704508774971
0,4800,4800,5400,5238.5,0.5,-0.0010247261688031,0.2520173063906756
0,4900,4900,5300,5237.5,-1.0,0.0051084217886897,-1.699625786782524
0,4900,4900,5400,5237.5,-1.0,-0.00027475052851,0.0674437846320186
0,5000,5000,5300,5238.5,1.0,0.0039979608395227,-1.3318640238595365
0,5000,5000,5400,5238.5,1.0,-0.0010216959607278,0.2512684763044406
0,5100,5100,5300,5238.5,0.0,0.0039994806867782,-1.3323608156768751
0,5100,5100,5400,5238.5,0.0,-0.0010201808079579,0.2508940572475675
0,5200,5200,5300,5238.5,0.0,0.0040010005666265,-1.3328576110454782
0,5200,5200,5400,5238.5,0.0,-0.001018665622693,0.2505196355134595
0,5300,5300,5300,5237.5,-1.0,0.0051145336610994,-1.7016106175813162
0,5300,5300,5400,5237.5,-1.0,-0.0002686665140148,0.0659484388481988
0,5400,5400,5300,5237.5,0.0,0.0051160617111195,-1.7021068341483867
0,5400,5400,5400,5237.5,0.0,-0.0002671454288471,0.0655745957217494
0,5500,5500,5300,5238.5,1.0,0.0040055604017364,-1.3343480184587346
0,5500,5500,5400,5238.5,1.0,-0.001014119871941,0.2493963542532101
0,5600,5600,5300,5237.5,-1.0,0.0051191179094716,-1.70309927792477
0,5600,5600,5400,5237.5,-1.0,-0.0002641031606485,0.0648269014513376
0,5700,5700,5300,5237.5,0.0,0.0051206460578031,-1.7035955051332683
0,5700,5700,5400,5237.5,0.0,-0.0002625819776164,0.0644530503075331
0,5800,5800,5300,5239.0,1.5,0.0034529580544442,-1.1509764413138988
0,5800,5800,5400,5239.0,1.5,-0.0013842974310331,0.340745304147646
0,5900,5900,5300,5239.5,0.5,0.0058924704421561,-1.968250159107562
0,5900,5900,5400,5239.5,0.5,-0.0017578239465267,0.4330941822042479
0,6000,6000,5300,5239.5,0.0,0.0058940038762023,-1.9687482945247272
0,6000,6000,5400,5239.5,0.0,-0.0017563143424228,0.4327191511496538
0,6100,6100,5300,5238.5,-1.0,0.0055151236772718,-1.8385186881816027
0,6100,6100,5400,5238.5,-1.0,-0.001005027493008,0.2471497194628136
0,6200,6200,5300,5236.5,-2.0,0.0062373747220586,-2.0723796577723146
0,6200,6200,5400,5236.5,-2.0,-0.0015558942323732,0.3784447780602888
0,6300,6300,5300,5236.0,-0.5,0.0052858822233826,-1.7536967783315651
0,6300,6300,5400,5236.0,-0.5,-0.0011831187475332,0.2874997400734477
0,6400,6400,5300,5235.5,-0.5,0.0043304563364543,-1.434585183953191
0,6400,6400,5400,5235.5,-0.5,-0.0008106438435308,0.1968006476048764
0,6500,6500,5300,5234.5,-1.0,0.0054312636078531,-1.7968772366789347
0,6500,6500,5400,5234.5,-1.0,-0.0021392861588019,0.5144979514438639
0,6600,6600,5300,5234.5,0.0,0.0054327946727537,-1.7973709231885742
0,6600,6600,5400,5234.5,0.0,-6.659262453259651e-05,0.0161361196799445
0,6700,6700,5300,5234.5,0.0,0.0054343257704954,-1.797864613228289
0,6700,6700,5400,5234.5,0.0,-6.50683373779326e-05,0.0157666555406673
0,6800,6800,5300,5234.5,0.0,0.0054358569010769,-1.7983583067973423
0,6800,6800,5400,5234.5,0.0,-6.354401752775574e-05,0.0153971887596841
0,6900,6900,5300,5235.5,1.0,0.0043380716966225,-1.43705661254096
0,6900,6900,5400,5235.5,1.0,-0.0008030513725189,0.1949504481458266
0,7000,7000,5300,5235.5,0.0,0.0043395948666647,-1.4375509088605558
0,7000,7000,5400,5235.5,0.0,-0.0008015327806032,0.1945804003171025
0,7100,7100,5300,5234.5,-1.0,0.0054404504898782,-1.7998394086834155
0,7100,7100,5400,5234.5,-1.0,-5.897086179615374e-05,0.0142887725668261
0,7200,7200,5300,5235.5,1.0,0.0043426413047683,-1.438539512102806
0,7200,7200,5400,5235.5,1.0,-0.0007984954990464,0.1938402967216277
0,7300,7300,5300,5238.0,2.5,0.0045893903088097,-1.5276578497287916
0,7300,7300,5400,5238.0,2.5,-0.0006123834931335,0.1504388685020986
0,7400,7400,5300,5237.5,-0.5,0.0051466295946958,-1.7120319104962125
0,7400,7400,5400,5237.5,-0.5,-0.0002367168736876,0.0580971719139612
0,7500,7500,5300,5237.5,0.0,0.0051481583331233,-1.712528201569692
0,7500,7500,5400,5237.5,0.0,-0.0002351951032505,0.0577232726554372
0,7600,7600,5300,5236.0,-1.5,0.0037979480834056,-1.2588970830400767
0,7600,7600,5400,5236.0,-1.5,-0.0011634147348687,0.2826853569486319
0,7700,7700,5300,5236.5,0.5,0.0062604246850123,-2.0798149812155406
0,7700,7700,5400,5236.5,0.5,-0.0015332023326627,0.3728853660019201
0,7800,7800,5300,5235.0,-1.5,0.0049018410338499,-1.6226411251256614
0,7800,7800,5400,5235.0,-1.5,-0.0004186885218775,0.1015395123171242
0,7900,7900,5300,5233.5,-1.5,0.0065491922804523,-2.1636607656585567
0,7900,7900,5400,5233.5,-1.5,-0.0013821882480743,0.3317530116991253
0,8000,8000,5300,5233.5,0.0,0.0035211561228104,-1.1612287654573494
0,8000,8000,5400,5233.5,0.0,-0.0013806725868552,0.3313868527379738
0,8100,8100,5300,5232.0,-1.5,0.0051559899552427,-1.6969276675921936
0,8100,8100,5400,5232.0,-1.5,-0.0002774535368559,0.0664050533011377
0,8200,8200,5300,5231.5,-0.5,0.0057005406849797,-1.8748706426341248
0,8200,8200,5400,5231.5,-0.5,9.07090546763134e-05,-0.021689496770561
0,8300,8300,5300,5231.0,-0.5,0.0062443951662911,-2.0523411077949407
0,8300,8300,5400,5231.0,-0.5,-0.0016426882541516,0.3893372644280692
0,8400,8400,5300,5230.5,-0.5,0.0037399904754501,-1.2260125073567023
0,8400,8400,5400,5230.5,-0.5,-0.0012771090866965,0.3024012549315047
0,8500,8500,5300,5230.5,0.0,0.0052660404195759,-1.7279432460270536
0,8500,8500,5400,5230.5,0.0,-0.0012755910492692,0.3020396452333617
0,8600,8600,5300,5230.5,0.0,0.0037430306769523,-1.226991570988175
0,8600,8600,5400,5230.5,0.0,-0.0012740729792715,0.3016780329488791
0,8700,8700,5300,5230.0,-0.5,0.0042834110802484,-1.4031544705497945
0,8700,8700,5400,5230.0,-0.5,-0.0009087778851898,0.2149772732386845
0,8800,8800,5300,5230.5,0.5,0.0067937250350597,-2.2313029234006354
0,8800,8800,5400,5230.5,0.5,-0.0012710367415659,0.3009548006220053
0,8900,8900,5300,5232.5,2.0,0.0046244730054083,-1.522935397312256
0,8900,8900,5400,5232.5,2.0,-0.0006322151630732,0.151446934076842
0,9000,9000,5300,5232.0,-0.5,0.0051697600297773,-1.70135013336473
0,9000,9000,5400,5232.0,-0.5,-0.0002637331283711,0.0631171815478677
0,9100,9100,5300,5230.5,-1.5,0.0052752270318018,-1.7308833688839356
0,9100,9100,5400,5230.5,-1.5,-0.0012664821407116,0.2998699327353689
0,9200,9200,5300,5233.0,2.5,0.0040845705166133,-1.3460122878399758
0,9200,9200,5400,5233.0,2.5,-0.0009949156896564,0.2385518228350515
0,9300,9300,5300,5230.0,-3.0,0.007342398928075,-2.409793765979616
0,9300,9300,5400,5230.0,-3.0,0.0012057334749941,-0.2874703235452908
0,9400,9400,5300,5231.5,1.5,0.0057189494377799,-1.8807637431720443
0,9400,9400,5400,5231.5,1.5,0.0001090384191436,-0.0260700046822942
0,9500,9500,5300,5233.5,2.0,0.0050595462679174,-1.6698776343554032
0,9500,9500,5400,5233.5,2.0,-0.0013579337659845,0.3258941540740948
0,9600,9600,5300,5234.5,1.0,0.0054787418955828,-1.812183160116427
0,9600,9600,5400,5234.5,1.0,-2.0849782846527057e-05,0.0050510461897004
0,9700,9700,5300,5233.0,-1.5,0.0040921822426907,-1.3484723985276217
0,9700,9700,5400,5233.0,-1.5,-0.0009873205458914,0.2367222624894081
0,9800,9800,5300,5232.5,-0.5,0.0046382096501692,-1.5273608389166682
0,9800,9800,5400,5232.5,-0.5,-0.0006185182927053,0.1481563159112733
0,9900,9900,5300,5233.5,1.0,0.0065799892636597,-2.173524263346697
0,9900,9900,5400,5233.5,1.0,-0.0013518688443099,0.3244293349057473
0,10000,10000,5300,5232.5,-1.0,0.0046412625981738,-1.5283443090731252
0,10000,10000,5400,5232.5,-1.0,-0.0006154741844982,0.1474250386623496
0,10100,10100,5300,5231.5,-1.0,0.0057296900660441,-1.8842016187365624
0,10100,10100,5400,5231.5,-1.0,-0.0019798196250084,0.4696272655956153
0,10200,10200,5300,5232.5,1.0,0.0046443156772078,-1.5293277932989369
0,10200,10200,5400,5232.5,1.0,-0.0006124299456405,0.1466937509517369
0,10300,10300,5300,5233.0,0.5,0.0041013173920632,-1.351424647493153
0,10300,10300,5400,5233.0,0.5,-0.0009782052976389,0.2345267037013358
0,10400,10400,5300,5233.5,0.5,0.0065876905747545,-2.1759903582400955
0,10400,10400,5400,5233.5,0.5,-0.0013442869601036,0.32259825200686
0,10500,10500,5300,5234.5,1.0,0.0054925318305665,-1.8166274509580256
0,10500,10500,5400,5234.5,1.0,-0.0020788830345336,0.4998280084176593
0,10600,10600,5300,5234.0,-0.5,0.0060427789782665,-1.997287803551584
0,10600,10600,5400,5234.0,-0.5,-0.0017091620752618,0.4105428977025466
0,10700,10700,5300,5234.5,0.5,0.0054955966222753,-1.817615110002054
0,10700,10700,5400,5234.5,0.5,-4.070028875008402e-06,0.0009859232801906
0,10800,10800,5300,5235.5,1.0,0.0043974995491951,-1.4563367885705474
0,10800,10800,5400,5235.5,1.0,-0.0007438021396599,0.1805166217211029
0,10900,10900,5300,5235.5,0.0,0.0043990239943262,-1.456831222781488
0,10900,10900,5400,5235.5,0.0,-0.0007422822764885,0.1801464706621838
0,11000,11000,5300,5236.0,0.5,0.0038496252435508,-1.2757161253439142
0,11000,11000,5400,5236.0,0.5,-0.0011118551741185,0.2700917771115323
0,11100,11100,5300,5235.5,-0.5,0.0044020729827449,-1.457820101815502
0,11100,11100,5400,5235.5,-0.5,-0.0007392424522817,0.1794061605991221
0,11200,11200,5300,5235.5,0.0,0.0044035975260335,-1.458314546638281
0,11200,11200,5400,5235.5,0.0,-0.0007377224912455,0.1790360015952425
0,11300,11300,5300,5235.5,0.0,0.0044051221020439,-1.4588089949985743
0,11300,11300,5400,5235.5,0.0,-0.0007362024975881,0.1786658399435701
0,11400,11400,5300,5234.5,-1.0,0.0055063244292902,-1.821072027942453
0,11400,11400,5400,5234.5,-1.0,6.610059012174263e-06,-0.0016011396739661
0,11500,11500,5300,5235.5,1.0,0.0044081713522334,-1.4597979023316143
0,11500,11500,5400,5235.5,1.0,-0.0007331624123969,0.1779255086947801
0,11600,11600,5300,5236.5,1.0,0.004814330260558,-1.5976840053840418
0,11600,11600,5400,5236.5,1.0,-0.0014741692054427,0.3584281033029681
0,11700,11700,5300,5236.5,0.0,0.0048158576996886,-1.5981794668107872
0,11700,11700,5400,5236.5,0.0,-0.001472654885746,0.3580573512220095
0,11800,11800,5300,5235.5,-1.0,0.0044127454729592,-1.461281289864047
0,11800,11800,5400,5235.5,-1.0,-0.0007286020399083,0.1768149919585719
0,11900,11900,5300,5234.5,-1.0,0.0055139881354515,-1.8235413610406568
0,11900,11900,5400,5234.5,-1.0,1.4239675689559084e-05,-0.0034491211093229
0,12000,12000,5300,5237.5,3.0,0.0052169855221246,-1.734864973986605
0,12000,12000,5400,5237.5,3.0,-0.0001666816285818,0.0408950379887746
0,12100,12100,5300,5238.5,1.0,0.0041059510530735,-1.3671450717708065
0,12100,12100,5400,5238.5,1.0,-0.0009140393059129,0.2246780691400463
0,12200,12200,5300,5238.5,0.0,0.0056085707053203,-1.868854609248583
0,12200,12200,5400,5238.5,0.0,-0.0009125218433523,0.2243034599174938
0,12300,12300,5300,5238.5,0.0,0.0041089954141566,-1.3681391635992266
0,12300,12300,5400,5238.5,0.0,-0.0009110043482159,0.223928848014088
0,12400,12400,5300,5238.5,0.0,0.0056116366139043,-1.8698494537458352
0,12400,12400,5400,5238.5,0.0,-0.000909486820501,0.2235542334294041
0,12500,12500,5300,5238.5,0.0,0.0041120399059443,-1.3691332696538816
0,12500,12500,5400,5238.5,0.0,-0.0009079692602118,0.2231796161646493
0,12600,12600,5300,5239.5,1.0,0.0029979212864402,-0.999453330954171
0,12600,12600,5400,5239.5,1.0,-0.0016566088310319,0.4079611708681219
0,12700,12700,5300,5239.5,0.0,0.0059968189347643,-2.002131483660989
0,12700,12700,5400,5239.5,0.0,-0.0016550970551246,0.4075859600527912
0,12800,12800,5300,5238.5,-1.0,0.0041166068887187,-1.3706244554118532
0,12800,12800,5400,5238.5,-1.0,-0.0009034163838733,0.2220557482863514
0,12900,12900,5300,5238.5,0.0,0.0041181292816728,-1.3711215244450268
0,12900,12900,5400,5238.5,0.0,-0.0009018986932664,0.2216811202987247
0,13000,13000,5300,5238.5,0.0,0.0041196517073102,-1.371618597035266
0,13000,13000,5400,5238.5,0.0,-0.0009003809700771,0.2213064896302226
0,13100,13100,5300,5239.5,1.0,0.0060029618249778,-2.0041250160641857
0,13100,13100,5400,5239.5,1.0,-0.0016490496269318,0.4060850899394093
0,13200,13200,5300,5239.5,0.0,0.0060044976299576,-2.0046234080815464
0,13200,13200,5400,5239.5,0.0,0.0003758833118994,-0.0932018122186642
0,13300,13300,5300,5237.5,-2.0,0.0052368813108721,-1.7413191582164351
0,13300,13300,5400,5237.5,-2.0,-0.0001468765248412,0.036032539290537
0,13400,13400,5300,5240.5,3.0,0.0048849963231884,-1.632895713882619
0,13400,13400,5400,5240.5,3.0,-0.000376323091518,0.0934842143315918
0,13500,13500,5300,5241.0,0.5,0.007311800220304,-2.4489264197937644
0,13500,13500,5400,5241.0,0.5,0.001251302749266,-0.3131977527378256
0,13600,13600,5300,5241.0,0.0,0.0043255978240305,-1.4467912605589175
0,13600,13600,5400,5241.0,0.0,-0.0007513913632702,0.1868290913790813
0,13700,13700,5300,5242.0,1.0,0.0031998632820392,-1.0715950245908674
0,13700,13700,5400,5242.0,1.0,-0.0015070509703906,0.3754215904292843
0,13800,13800,5300,5240.5,-1.5,0.0048911074028832,-1.6348916466818135
0,13800,13800,5400,5240.5,-1.5,-0.0003702403620442,0.091970541603982
0,13900,13900,5300,5240.0,-0.5,0.0054543271069634,-1.8219977098647977
0,13900,13900,5400,5240.0,-0.5,9.082504268287384e-06,-0.0022540368448319
0,14000,14000,5300,5240.5,0.5,0.0048941631395507,-1.6358896345089031
0,14000,14000,5400,5240.5,0.5,-0.0003671988014006,0.0912136889900993
0,14100,14100,5300,5241.0,0.5,0.0043332165888489,-1.4492876600822242
0,14100,14100,5400,5241.0,0.5,-0.0007438022632278,0.1849354877505887
0,14200,14200,5300,5241.5,0.5,0.0052649978507598,-1.763215349825062
0,14200,14200,5400,5241.5,0.5,-0.0011207287437018,0.2789124502895831
0,14300,14300,5300,5241.0,-0.5,0.0043362643238038,-1.4502862449055638
0,14300,14300,5400,5241.0,-0.5,-0.0007407663950733,0.1841780273247774
0,14400,14400,5300,5241.5,0.5,0.0052680588227264,-1.764215195635574
0,14400,14400,5400,5241.5,0.5,-0.0011176987017221,0.2781543909001143
0,14500,14500,5300,5242.5,1.0,0.0056295528996452,-1.8888203368125271
0,14500,14500,5400,5242.5,1.0,0.0001246942257338,-0.0312956174878028
0,14600,14600,5300,5243.0,0.5,0.0050636079024282,-1.6999593664642096
0,14600,14600,5400,5243.0,0.5,-0.0002550694690869,0.0640763562993724
0,14700,14700,5300,5242.5,-0.5,0.0056326189367396,-1.8898219955513176
0,14700,14700,5400,5242.5,-0.5,0.0001277412842277,-0.0320599058657654
0,14800,14800,5300,5242.5,0.0,0.0056341520046668,-1.8903228302981223
0,14800,14800,5400,5242.5,0.0,0.0001292648625481,-0.0324420541575977
0,14900,14900,5300,5241.5,-1.0,0.0037821218830821,-1.2656869821299803
0,14900,14900,5400,5241.5,-1.0,-0.0011101230274376,0.2762591949490505
0,15000,15000,5300,5241.5,0.0,0.0052772425274094,-1.767214818947626
0,15000,15000,5400,5241.5,0.0,-0.0011086077949696,0.2758801476190287
0,15100,15100,5300,5242.5,1.0,0.0056387514059817,-1.891825356048752
0,15100,15100,5400,5242.5,1.0,0.0001338357938209,-0.033588515446164
0,15200,15200,5300,5243.5,1.0,0.0030155216861313,-1.0123013669045822
0,15200,15200,5400,5243.5,1.0,-0.0006275723035962,0.1577939430531298
0,15300,15300,5300,5243.5,0.0,0.0045060088255124,-1.5136074219957143
0,15300,15300,5400,5243.5,0.0,-0.0006260544910476,0.157411184302744
0,15400,15400,5300,5243.5,0.0,0.0045075338209807,-1.5141088423220157
0,15400,15400,5400,5243.5,0.0,-0.0006245366459033,0.1570284228124665
0,15500,15500,5300,5243.5,0.0,0.0045090588492005,-1.5146102662380183
0,15500,15500,5400,5243.5,0.0,-0.0006230187681605,0.1566456585818626
0,15600,15600,5300,5243.5,0.0,0.0045105839101723,-1.5151116937435536
0,15600,15600,5400,5243.5,0.0,-0.0006215008578199,0.1562628916113055
0,15700,15700,5300,5243.5,0.0,0.0045121090038971,-1.5156131248386782
0,15700,15700,5400,5243.5,0.0,-0.0006199829148797,0.1558801219006111
0,15800,15800,5300,5243.5,0.0,0.0045136341303766,-1.5161145595235794
0,15800,15800,5400,5243.5,0.0,-0.0006184649393386,0.1554973494496655
0,15900,15900,5300,5242.5,-1.0,0.0056510179249382,-1.8958322491386437
0,15900,15900,5400,5242.5,-1.0,0.0001460263836987,-0.0366458659198869
0,16000,16000,5300,5242.5,0.0,0.0056525513880007,-1.8963331269105248
0,16000,16000,5400,5242.5,0.0,0.0001475503547094,-0.037028047041046
0,16100,16100,5300,5241.5,-1.0,0.0052940823929973,-1.772714462976109
0,16100,16100,5400,5241.5,-1.0,-0.001091938089983,0.2717104479013969
0,16200,16200,5300,5241.0,-0.5,0.0043652243352162,-1.459773513769791
0,16200,16200,5400,5241.0,-0.5,-0.0007119191437061,0.1769816124172102
0,16300,16300,5300,5242.5,1.5,0.0041662467743483,-1.3967643707315789
0,16300,16300,5400,5242.5,1.5,-0.0018468743926789,0.4604228253066319
0,16400,16400,5300,5242.5,0.0,0.0056586855696164,-1.8983366738572989
0,16400,16400,5400,5242.5,0.0,0.0001536465660756,-0.0385567988862531
0,16500,16500,5300,5242.0,-0.5,0.006226985359706,-2.0876959642911608
0,16500,16500,5400,5242.0,-0.5,0.0005361932683317,-0.1344286163524433
0,16600,16600,5300,5242.5,0.5,0.0056617528580597,-1.8993384688471528
0,16600,16600,5400,5242.5,0.5,0.0001566948681741,-0.0393211912272492
0,16700,16700,5300,5241.5,-1.0,0.0053032694512338,-1.7757144513614804
0,16700,16700,5400,5241.5,-1.0,0.0009199559747869,-0.2304237224963244
0,16800,16800,5300,5240.5,-1.0,0.0049369572358307,-1.649862964357405
0,16800,16800,5400,5240.5,-1.0,-0.0003246032333854,0.0806166146210462
0,16900,16900,5300,5241.0,0.5,0.0043758967923921,-1.4632691486627338
0,16900,16900,5400,5241.0,0.5,-0.000701288241303,0.1743300549015907
0,17000,17000,5300,5238.0,-3.0,0.007741455559893,-2.5789461019925253
0,17000,17000,5400,5238.0,-3.0,0.0015647605716815,-0.3868007330526721
0,17100,17100,5300,5240.5,2.5,0.004941543844144,-1.65136027298174
0,17100,17100,5400,5240.5,2.5,-0.0003200379030399,0.0794810877984179
0,17200,17200,5300,5241.0,0.5,0.0043804711938717,-1.4647673315364795
0,17200,17200,5400,5241.0,0.5,-0.0006967316509263,0.1731936324264524
0,17300,17300,5300,5241.5,0.5,0.005312457693565,-1.778714568628197
0,17300,17300,5400,5241.5,0.5,0.0009291374184236,-0.2327134242052654
0,17400,17400,5300,5240.5,-1.0,0.0049461307480434,-1.652857613770542
0,17400,17400,5400,5240.5,-1.0,-0.0003154722784795,0.078345536582918
0,17500,17500,5300,5240.5,0.0,0.0049476597817002,-1.6533567345145137
0,17500,17500,5400,5240.5,0.0,-0.0003139503382399,0.0779670140902921
0,17600,17600,5300,5239.5,-1.0,0.0060721057087029,-2.0265561889378794
0,17600,17600,5400,5239.5,-1.0,0.0004430781793499,-0.1098284567304477
0,17700,17700,5300,5240.5,1.0,0.0049507179475589,-1.6543549867253275
0,17700,17700,5400,5240.5,1.0,-0.0003109063596751,0.0772099609736124
