timestamp,buyer,seller,symbol,currency,price,quantity,day,global_ts,bid_price_1,ask_price_1,mid_price,bid_volume_1,ask_volume_1,side_class,strike
110600,,,VEV_6500,XIRECS,0.0,3,0,110600,0,1,0.5,8,11,at_bid,6500
116000,,,VEV_4000,XIRECS,1206.0,1,0,116000,1206,1227,1216.5,8,8,at_bid,4000
121500,,,VEV_4000,XIRECS,1233.0,2,0,121500,1213,1233,1223.0,13,13,at_ask,4000
122600,,,VEV_4000,XIRECS,1242.0,2,0,122600,1221,1242,1231.5,15,15,at_ask,4000
125700,,,VEV_5300,XIRECS,45.0,4,0,125700,45,47,46.0,6,24,at_bid,5300
125700,,,VEV_5500,XIRECS,7.0,4,0,125700,7,8,7.5,20,24,at_bid,5500
125700,,,VEV_6000,XIRECS,0.0,4,0,125700,0,1,0.5,20,24,at_bid,6000
125700,,,VEV_6500,XIRECS,0.0,4,0,125700,0,1,0.5,11,15,at_bid,6500
130400,,,VEV_4000,XIRECS,1250.0,2,0,130400,1229,1250,1239.5,14,14,at_ask,4000
130800,,,VEV_4000,XIRECS,1228.0,1,0,130800,1228,1249,1238.5,12,12,at_bid,4000
134400,,,VEV_4000,XIRECS,1231.0,2,0,134400,1231,1251,1241.0,10,10,at_bid,4000
140500,,,VEV_4000,XIRECS,1239.0,3,0,140500,1218,1239,1228.5,7,7,at_ask,4000
148500,,,VEV_4000,XIRECS,1236.0,3,0,148500,1215,1236,1225.5,14,14,at_ask,4000
150500,,,VEV_4000,XIRECS,1220.0,2,0,150500,1220,1240,1230.0,15,15,at_bid,4000
155600,,,VEV_4000,XIRECS,1253.0,2,0,155600,1232,1253,1242.5,14,14,at_ask,4000
157400,,,VEV_5300,XIRECS,47.0,2,0,157400,47,49,48.0,21,23,at_bid,5300
157400,,,VEV_5500,XIRECS,7.0,2,0,157400,7,9,8.0,21,23,at_bid,5500
157400,,,VEV_6000,XIRECS,0.0,2,0,157400,0,1,0.5,21,23,at_bid,6000
157400,,,VEV_6500,XIRECS,0.0,2,0,157400,0,1,0.5,12,14,at_bid,6500
160800,,,VEV_5500,XIRECS,8.0,4,0,160800,8,9,8.5,20,24,at_bid,5500
160800,,,VEV_6000,XIRECS,0.0,4,0,160800,0,1,0.5,20,24,at_bid,6000
160800,,,VEV_6500,XIRECS,0.0,4,0,160800,0,1,0.5,13,17,at_bid,6500
162500,,,VEV_4000,XIRECS,1242.0,1,0,162500,1242,1263,1252.5,9,9,at_bid,4000
166000,,,VEV_4000,XIRECS,1239.0,2,0,166000,1239,1260,1249.5,10,10,at_bid,4000
169900,,,VEV_5400,XIRECS,22.0,5,0,169900,22,23,22.5,22,27,at_bid,5400
169900,,,VEV_6000,XIRECS,0.0,5,0,169900,0,1,0.5,22,27,at_bid,6000
169900,,,VEV_6500,XIRECS,0.0,5,0,169900,0,1,0.5,8,13,at_bid,6500
173700,,,VEV_5500,XIRECS,8.0,2,0,173700,8,9,8.5,17,19,at_bid,5500
173700,,,VEV_6000,XIRECS,0.0,2,0,173700,0,1,0.5,17,19,at_bid,6000
173700,,,VEV_6500,XIRECS,0.0,2,0,173700,0,1,0.5,13,15,at_bid,6500
176000,,,VEV_5400,XIRECS,19.0,3,0,176000,19,20,19.5,19,22,at_bid,5400
176000,,,VEV_5500,XIRECS,7.0,3,0,176000,7,8,7.5,19,22,at_bid,5500
176000,,,VEV_6000,XIRECS,0.0,3,0,176000,0,1,0.5,19,22,at_bid,6000
176000,,,VEV_6500,XIRECS,0.0,3,0,176000,0,1,0.5,9,12,at_bid,6500
177200,,,VEV_5400,XIRECS,19.0,2,0,177200,19,21,20.0,20,22,at_bid,5400
177200,,,VEV_6000,XIRECS,0.0,2,0,177200,0,1,0.5,20,22,at_bid,6000
177200,,,VEV_6500,XIRECS,0.0,2,0,177200,0,1,0.5,16,18,at_bid,6500
181700,,,VEV_5300,XIRECS,45.0,4,0,181700,45,47,46.0,22,26,at_bid,5300
181700,,,VEV_5400,XIRECS,18.0,4,0,181700,18,19,18.5,22,26,at_bid,5400
181700,,,VEV_5500,XIRECS,7.0,4,0,181700,7,8,7.5,22,26,at_bid,5500
181700,,,VEV_6000,XIRECS,0.0,4,0,181700,0,1,0.5,22,26,at_bid,6000
181700,,,VEV_6500,XIRECS,0.0,4,0,181700,0,1,0.5,13,17,at_bid,6500
184900,,,VEV_5300,XIRECS,45.0,2,0,184900,45,47,46.0,20,22,at_bid,5300
184900,,,VEV_5400,XIRECS,18.0,2,0,184900,18,19,18.5,20,22,at_bid,5400
184900,,,VEV_5500,XIRECS,7.0,2,0,184900,7,8,7.5,20,22,at_bid,5500
184900,,,VEV_6000,XIRECS,0.0,2,0,184900,0,1,0.5,20,22,at_bid,6000
184900,,,VEV_6500,XIRECS,0.0,2,0,184900,0,1,0.5,14,16,at_bid,6500
186600,,,VEV_5300,XIRECS,46.0,3,0,186600,46,48,47.0,6,19,at_bid,5300
186600,,,VEV_5500,XIRECS,7.0,3,0,186600,7,8,7.5,16,19,at_bid,5500
186600,,,VEV_6000,XIRECS,0.0,3,0,186600,0,1,0.5,16,19,at_bid,6000
186600,,,VEV_6500,XIRECS,0.0,3,0,186600,0,1,0.5,11,14,at_bid,6500
190100,,,VEV_5300,XIRECS,45.0,4,0,190100,45,47,46.0,12,16,at_bid,5300
190100,,,VEV_5400,XIRECS,18.0,4,0,190100,18,19,18.5,12,16,at_bid,5400
190100,,,VEV_5500,XIRECS,7.0,4,0,190100,7,8,7.5,12,16,at_bid,5500
190100,,,VEV_6000,XIRECS,0.0,4,0,190100,0,1,0.5,12,16,at_bid,6000
190100,,,VEV_6500,XIRECS,0.0,4,0,190100,0,1,0.5,10,14,at_bid,6500
190500,,,VEV_4000,XIRECS,1224.0,2,0,190500,1224,1245,1234.5,9,9,at_bid,4000
193000,,,VEV_5300,XIRECS,43.0,2,0,193000,43,45,44.0,5,19,at_bid,5300
193000,,,VEV_5400,XIRECS,17.0,2,0,193000,17,18,17.5,17,19,at_bid,5400
193000,,,VEV_5500,XIRECS,6.0,2,0,193000,6,8,7.0,17,19,at_bid,5500
193000,,,VEV_6000,XIRECS,0.0,2,0,193000,0,1,0.5,17,19,at_bid,6000
193000,,,VEV_6500,XIRECS,0.0,2,0,193000,0,1,0.5,12,14,at_bid,6500
198200,,,VEV_5300,XIRECS,42.0,5,0,198200,42,44,43.0,1,21,at_bid,5300
198200,,,VEV_5400,XIRECS,16.0,5,0,198200,16,17,16.5,16,6,at_bid,5400
198200,,,VEV_5500,XIRECS,6.0,5,0,198200,6,7,6.5,16,21,at_bid,5500
198200,,,VEV_6000,XIRECS,0.0,5,0,198200,0,1,0.5,16,21,at_bid,6000
198200,,,VEV_6500,XIRECS,0.0,5,0,198200,0,1,0.5,11,16,at_bid,6500
212100,,,VEV_4000,XIRECS,1234.0,2,0,212100,1213,1234,1223.5,11,11,at_ask,4000
212900,,,VEV_5400,XIRECS,15.0,2,0,212900,15,16,15.5,22,24,at_bid,5400
212900,,,VEV_5500,XIRECS,6.0,2,0,212900,6,7,6.5,8,24,at_bid,5500
212900,,,VEV_6000,XIRECS,0.0,2,0,212900,0,1,0.5,22,24,at_bid,6000
212900,,,VEV_6500,XIRECS,0.0,2,0,212900,0,1,0.5,12,14,at_bid,6500
213000,,,VEV_4000,XIRECS,1209.0,1,0,213000,1209,1230,1219.5,13,13,at_bid,4000
215700,,,VEV_4000,XIRECS,1233.0,3,0,215700,1213,1233,1223.0,8,8,at_ask,4000
219600,,,VEV_4000,XIRECS,1216.0,2,0,219600,1216,1236,1226.0,10,10,at_bid,4000
220100,,,VEV_5200,XIRECS,84.0,5,0,220100,84,86,85.0,1,26,at_bid,5200
220100,,,VEV_5400,XIRECS,16.0,5,0,220100,16,17,16.5,15,20,at_bid,5400
220100,,,VEV_5500,XIRECS,6.0,5,0,220100,6,7,6.5,15,20,at_bid,5500
220100,,,VEV_6000,XIRECS,0.0,5,0,220100,0,1,0.5,15,20,at_bid,6000
220100,,,VEV_6500,XIRECS,0.0,5,0,220100,0,1,0.5,13,18,at_bid,6500
222700,,,VEV_4000,XIRECS,1217.0,1,0,222700,1217,1237,1227.0,8,8,at_bid,4000
227000,,,VEV_4000,XIRECS,1223.0,3,0,227000,1223,1244,1233.5,8,8,at_bid,4000
230000,,,VEV_5400,XIRECS,17.0,5,0,230000,17,18,17.5,15,20,at_bid,5400
230000,,,VEV_5500,XIRECS,7.0,5,0,230000,7,8,7.5,4,20,at_bid,5500
230000,,,VEV_6000,XIRECS,0.0,5,0,230000,0,1,0.5,15,20,at_bid,6000
230000,,,VEV_6500,XIRECS,0.0,5,0,230000,0,1,0.5,9,14,at_bid,6500
231000,,,VEV_5400,XIRECS,17.0,3,0,231000,17,19,18.0,17,20,at_bid,5400
231000,,,VEV_5500,XIRECS,7.0,3,0,231000,7,8,7.5,17,20,at_bid,5500
231000,,,VEV_6000,XIRECS,0.0,3,0,231000,0,1,0.5,17,20,at_bid,6000
231000,,,VEV_6500,XIRECS,0.0,3,0,231000,0,1,0.5,15,18,at_bid,6500
231900,,,VEV_4000,XIRECS,1227.0,2,0,231900,1227,1248,1237.5,8,8,at_bid,4000
235100,,,VEV_5300,XIRECS,46.0,3,0,235100,46,48,47.0,2,19,at_bid,5300
235100,,,VEV_5400,XIRECS,18.0,3,0,235100,18,19,18.5,16,19,at_bid,5400
235100,,,VEV_5500,XIRECS,7.0,3,0,235100,7,8,7.5,16,19,at_bid,5500
235100,,,VEV_6000,XIRECS,0.0,3,0,235100,0,1,0.5,16,19,at_bid,6000
235100,,,VEV_6500,XIRECS,0.0,3,0,235100,0,1,0.5,12,15,at_bid,6500
237800,,,VEV_4000,XIRECS,1241.0,3,0,237800,1221,1241,1231.0,15,15,at_ask,4000
243200,,,VEV_4000,XIRECS,1249.0,3,0,243200,1228,1249,1238.5,13,13,at_ask,4000
244000,,,VEV_4000,XIRECS,1230.0,3,0,244000,1230,1251,1240.5,13,13,at_bid,4000
246000,,,VEV_4000,XIRECS,1235.0,3,0,246000,1235,1256,1245.5,8,8,at_bid,4000
247200,,,VEV_4000,XIRECS,1233.0,3,0,247200,1233,1254,1243.5,14,14,at_bid,4000
253100,,,VEV_4000,XIRECS,1238.0,2,0,253100,1238,1259,1248.5,11,11,at_bid,4000
256500,,,VEV_5500,XIRECS,7.0,4,0,256500,7,8,7.5,22,26,at_bid,5500
256500,,,VEV_6000,XIRECS,0.0,4,0,256500,0,1,0.5,22,26,at_bid,6000
256500,,,VEV_6500,XIRECS,0.0,4,0,256500,0,1,0.5,12,16,at_bid,6500
257800,,,VEV_5500,XIRECS,7.0,4,0,257800,7,8,7.5,18,22,at_bid,5500
257800,,,VEV_6000,XIRECS,0.0,4,0,257800,0,1,0.5,18,22,at_bid,6000
257800,,,VEV_6500,XIRECS,0.0,4,0,257800,0,1,0.5,12,16,at_bid,6500
262300,,,VEV_4000,XIRECS,1234.0,3,0,262300,1234,1255,1244.5,12,12,at_bid,4000
263400,,,VEV_5300,XIRECS,47.0,2,0,263400,47,49,48.0,16,18,at_bid,5300
263400,,,VEV_5400,XIRECS,18.0,2,0,263400,18,19,18.5,16,18,at_bid,5400
263400,,,VEV_5500,XIRECS,7.0,2,0,263400,7,8,7.5,16,18,at_bid,5500
263400,,,VEV_6000,XIRECS,0.0,2,0,263400,0,1,0.5,16,18,at_bid,6000
263400,,,VEV_6500,XIRECS,0.0,2,0,263400,0,1,0.5,12,14,at_bid,6500
266500,,,VEV_4000,XIRECS,1257.0,2,0,266500,1236,1257,1246.5,14,14,at_ask,4000
271900,,,VEV_4000,XIRECS,1253.0,2,0,271900,1232,1253,1242.5,11,11,at_ask,4000
273500,,,VEV_4000,XIRECS,1237.0,3,0,273500,1237,1258,1247.5,10,10,at_bid,4000
275700,,,VEV_4000,XIRECS,1259.0,3,0,275700,1238,1259,1248.5,10,10,at_ask,4000
277200,,,VEV_5400,XIRECS,20.0,3,0,277200,20,21,20.5,23,26,at_bid,5400
277200,,,VEV_5500,XIRECS,8.0,3,0,277200,8,9,8.5,23,26,at_bid,5500
277200,,,VEV_6000,XIRECS,0.0,3,0,277200,0,1,0.5,23,26,at_bid,6000
277200,,,VEV_6500,XIRECS,0.0,3,0,277200,0,1,0.5,9,12,at_bid,6500
281700,,,VEV_4000,XIRECS,1232.0,3,0,281700,1232,1253,1242.5,9,9,at_bid,4000
286800,,,VEV_4000,XIRECS,1245.0,3,0,286800,1224,1245,1234.5,8,8,at_ask,4000
290700,,,VEV_5500,XIRECS,8.0,5,0,290700,8,9,8.5,25,30,at_bid,5500
290700,,,VEV_6000,XIRECS,0.0,5,0,290700,0,1,0.5,25,30,at_bid,6000
290700,,,VEV_6500,XIRECS,0.0,5,0,290700,0,1,0.5,12,17,at_bid,6500
292800,,,VEV_5400,XIRECS,19.0,3,0,292800,19,20,19.5,15,18,at_bid,5400
292800,,,VEV_5500,XIRECS,8.0,3,0,292800,8,9,8.5,15,18,at_bid,5500
292800,,,VEV_6000,XIRECS,0.0,3,0,292800,0,1,0.5,15,18,at_bid,6000
292800,,,VEV_6500,XIRECS,0.0,3,0,292800,0,1,0.5,12,15,at_bid,6500
296600,,,VEV_4000,XIRECS,1239.0,3,0,296600,1239,1260,1249.5,15,15,at_bid,4000
304100,,,VEV_4000,XIRECS,1244.0,1,0,304100,1244,1265,1254.5,7,7,at_bid,4000
313000,,,VEV_4000,XIRECS,1248.0,2,0,313000,1248,1269,1258.5,15,15,at_bid,4000
316700,,,VEV_5400,XIRECS,22.0,5,0,316700,22,24,23.0,17,22,at_bid,5400
316700,,,VEV_5500,XIRECS,9.0,5,0,316700,9,10,9.5,17,22,at_bid,5500
316700,,,VEV_6000,XIRECS,0.0,5,0,316700,0,1,0.5,17,22,at_bid,6000
316700,,,VEV_6500,XIRECS,0.0,5,0,316700,0,1,0.5,10,15,at_bid,6500
317600,,,VEV_5400,XIRECS,22.0,2,0,317600,22,24,23.0,16,18,at_bid,5400
317600,,,VEV_5500,XIRECS,9.0,2,0,317600,9,10,9.5,16,18,at_bid,5500
317600,,,VEV_6000,XIRECS,0.0,2,0,317600,0,1,0.5,16,18,at_bid,6000
317600,,,VEV_6500,XIRECS,0.0,2,0,317600,0,1,0.5,12,14,at_bid,6500
320300,,,VEV_4000,XIRECS,1253.0,2,0,320300,1253,1274,1263.5,13,13,at_bid,4000
320700,,,VEV_4000,XIRECS,1273.0,3,0,320700,1252,1273,1262.5,7,7,at_ask,4000
322800,,,VEV_4000,XIRECS,1250.0,1,0,322800,1250,1271,1260.5,8,8,at_bid,4000
323500,,,VEV_4000,XIRECS,1247.0,3,0,323500,1247,1268,1257.5,15,15,at_bid,4000
328800,,,VEV_4000,XIRECS,1256.0,3,0,328800,1256,1277,1266.5,14,14,at_bid,4000
332300,,,VEV_5300,XIRECS,58.0,4,0,332300,58,60,59.0,1,21,at_bid,5300
332300,,,VEV_5500,XIRECS,10.0,4,0,332300,10,11,10.5,17,21,at_bid,5500
332300,,,VEV_6000,XIRECS,0.0,4,0,332300,0,1,0.5,17,21,at_bid,6000
332300,,,VEV_6500,XIRECS,0.0,4,0,332300,0,1,0.5,11,15,at_bid,6500
345100,,,VEV_4000,XIRECS,1242.0,2,0,345100,1242,1263,1252.5,15,15,at_bid,4000
347400,,,VEV_4000,XIRECS,1253.0,1,0,347400,1253,1275,1264.0,9,9,at_bid,4000
351800,,,VEV_4000,XIRECS,1265.0,1,0,351800,1265,1286,1275.5,9,9,at_bid,4000
356200,,,VEV_4000,XIRECS,1262.0,1,0,356200,1262,1283,1272.5,13,13,at_bid,4000
360000,,,VEV_6000,XIRECS,0.0,4,0,360000,0,1,0.5,20,24,at_bid,6000
360000,,,VEV_6500,XIRECS,0.0,4,0,360000,0,1,0.5,14,18,at_bid,6500
365100,,,VEV_4000,XIRECS,1266.0,1,0,365100,1266,1288,1277.0,13,13,at_bid,4000
369300,,,VEV_4000,XIRECS,1263.0,1,0,369300,1263,1285,1274.0,9,9,at_bid,4000
374900,,,VEV_4000,XIRECS,1295.0,1,0,374900,1274,1295,1284.5,9,9,at_ask,4000
378100,,,VEV_4000,XIRECS,1267.0,3,0,378100,1267,1288,1277.5,7,7,at_bid,4000
380100,,,VEV_4000,XIRECS,1280.0,1,0,380100,1259,1280,1269.5,9,9,at_ask,4000
394300,,,VEV_4000,XIRECS,1272.0,2,0,394300,1251,1272,1261.5,13,13,at_ask,4000
402100,,,VEV_5400,XIRECS,21.0,3,0,402100,21,23,22.0,20,23,at_bid,5400
402100,,,VEV_5500,XIRECS,9.0,3,0,402100,9,10,9.5,20,23,at_bid,5500
402100,,,VEV_6000,XIRECS,0.0,3,0,402100,0,1,0.5,20,23,at_bid,6000
402100,,,VEV_6500,XIRECS,0.0,3,0,402100,0,1,0.5,15,18,at_bid,6500
407400,,,VEV_4000,XIRECS,1281.0,1,0,407400,1259,1281,1270.0,15,15,at_ask,4000
411400,,,VEV_4000,XIRECS,1281.0,1,0,411400,1260,1281,1270.5,14,14,at_ask,4000
417500,,,VEV_4000,XIRECS,1274.0,2,0,417500,1252,1274,1263.0,12,12,at_ask,4000
420400,,,VEV_5400,XIRECS,21.0,3,0,420400,21,23,22.0,24,27,at_bid,5400
420400,,,VEV_5500,XIRECS,9.0,3,0,420400,9,10,9.5,24,27,at_bid,5500
420400,,,VEV_6000,XIRECS,0.0,3,0,420400,0,1,0.5,24,27,at_bid,6000
420400,,,VEV_6500,XIRECS,0.0,3,0,420400,0,1,0.5,11,14,at_bid,6500
431800,,,VEV_4000,XIRECS,1260.0,1,0,431800,1239,1260,1249.5,8,8,at_ask,4000
446500,,,VEV_4000,XIRECS,1240.0,1,0,446500,1240,1261,1250.5,15,15,at_bid,4000
447500,,,VEV_4000,XIRECS,1261.0,3,0,447500,1240,1261,1250.5,8,8,at_ask,4000
447800,,,VEV_4000,XIRECS,1240.0,3,0,447800,1240,1250,1245.0,13,5,at_bid,4000
447800,,,VEV_5300,XIRECS,49.0,5,0,447800,49,51,50.0,17,22,at_bid,5300
447800,,,VEV_5400,XIRECS,18.0,5,0,447800,18,19,18.5,17,22,at_bid,5400
447800,,,VEV_5500,XIRECS,7.0,5,0,447800,7,9,8.0,17,22,at_bid,5500
447800,,,VEV_6000,XIRECS,0.0,5,0,447800,0,1,0.5,17,22,at_bid,6000
447800,,,VEV_6500,XIRECS,0.0,5,0,447800,0,1,0.5,11,16,at_bid,6500
448100,,,VEV_4000,XIRECS,1240.0,2,0,448100,1240,1261,1250.5,8,8,at_bid,4000
449700,,,VEV_5400,XIRECS,17.0,5,0,449700,17,18,17.5,14,7,at_bid,5400
449700,,,VEV_5500,XIRECS,7.0,5,0,449700,7,8,7.5,14,19,at_bid,5500
449700,,,VEV_6000,XIRECS,0.0,5,0,449700,0,1,0.5,14,19,at_bid,6000
449700,,,VEV_6500,XIRECS,0.0,5,0,449700,0,1,0.5,7,12,at_bid,6500
450400,,,VEV_4000,XIRECS,1235.0,3,0,450400,1235,1256,1245.5,15,15,at_bid,4000
453100,,,VEV_5300,XIRECS,45.0,3,0,453100,45,47,46.0,3,25,at_bid,5300
453100,,,VEV_5400,XIRECS,16.0,3,0,453100,16,17,16.5,22,25,at_bid,5400
453100,,,VEV_5500,XIRECS,6.0,3,0,453100,6,8,7.0,22,25,at_bid,5500
453100,,,VEV_6000,XIRECS,0.0,3,0,453100,0,1,0.5,22,25,at_bid,6000
453100,,,VEV_6500,XIRECS,0.0,3,0,453100,0,1,0.5,14,17,at_bid,6500
454500,,,VEV_4000,XIRECS,1232.0,2,0,454500,1232,1253,1242.5,7,7,at_bid,4000
456500,,,VEV_4000,XIRECS,1251.0,3,0,456500,1230,1251,1240.5,12,12,at_ask,4000
459200,,,VEV_4000,XIRECS,1229.0,3,0,459200,1229,1250,1239.5,13,13,at_bid,4000
479200,,,VEV_5400,XIRECS,15.0,2,0,479200,15,17,16.0,21,23,at_bid,5400
479200,,,VEV_5500,XIRECS,6.0,2,0,479200,6,8,7.0,21,23,at_bid,5500
479200,,,VEV_6000,XIRECS,0.0,2,0,479200,0,1,0.5,21,23,at_bid,6000
479200,,,VEV_6500,XIRECS,0.0,2,0,479200,0,1,0.5,13,15,at_bid,6500
486200,,,VEV_5400,XIRECS,17.0,4,0,486200,17,18,17.5,15,19,at_bid,5400
486200,,,VEV_5500,XIRECS,7.0,4,0,486200,7,8,7.5,15,19,at_bid,5500
486200,,,VEV_6000,XIRECS,0.0,4,0,486200,0,1,0.5,15,19,at_bid,6000
486200,,,VEV_6500,XIRECS,0.0,4,0,486200,0,1,0.5,13,17,at_bid,6500
490300,,,VEV_5300,XIRECS,45.0,2,0,490300,45,47,46.0,22,24,at_bid,5300
490300,,,VEV_5400,XIRECS,16.0,2,0,490300,16,17,16.5,22,24,at_bid,5400
490300,,,VEV_5500,XIRECS,7.0,2,0,490300,7,8,7.5,22,24,at_bid,5500
490300,,,VEV_6000,XIRECS,0.0,2,0,490300,0,1,0.5,22,24,at_bid,6000
490300,,,VEV_6500,XIRECS,0.0,2,0,490300,0,1,0.5,18,20,at_bid,6500
498300,,,VEV_4000,XIRECS,1234.0,3,0,498300,1234,1255,1244.5,8,8,at_bid,4000
503200,,,VEV_4000,XIRECS,1228.0,3,0,503200,1228,1249,1238.5,13,13,at_bid,4000
504400,,,VEV_4000,XIRECS,1228.0,3,0,504400,1228,1249,1238.5,10,10,at_bid,4000
504900,,,VEV_4000,XIRECS,1227.0,3,0,504900,1227,1248,1237.5,7,7,at_bid,4000
505100,,,VEV_4000,XIRECS,1251.0,3,0,505100,1230,1251,1240.5,8,8,at_ask,4000
505700,,,VEV_5300,XIRECS,45.0,4,0,505700,45,47,46.0,21,25,at_bid,5300
505700,,,VEV_5400,XIRECS,16.0,4,0,505700,16,17,16.5,21,25,at_bid,5400
505700,,,VEV_5500,XIRECS,7.0,4,0,505700,7,8,7.5,21,25,at_bid,5500
